参数1_文本,书名,章节名称
他一直都在等这几个人里的其中某一个把他领到一侧去，他好展现向道之心的手段。,人间有剑,第九章 登山的两个少年
然后捞自己的那个同乡一把。,人间有剑,第九章 登山的两个少年
可现在这几个人都直勾勾盯着自己，让他十分难受。,人间有剑,第九章 登山的两个少年
那总不能给四个人都展现一番吧？,人间有剑,第九章 登山的两个少年
想到这里，他的一张脸都急得通红，只感觉如鲠在喉，如芒刺背，如坐针毡。,人间有剑,第九章 登山的两个少年
只是他这样子，落到那几人眼里，还以为他是在纠结选择哪一峰。,人间有剑,第九章 登山的两个少年
于是几人的脸上都露出了期待之色。,人间有剑,第九章 登山的两个少年
于是几人的脸上都露出了期待之色。,人间有剑,第十章 我想学剑
随着时间推移，天色黯淡，不断有人来到峰顶。,人间有剑,第十章 我想学剑
这些新弟子的天赋不及孟寅，自然便没什么选择的权利，三峰早已说好，按着顺序挑选，倒也没有再起什么争端。,人间有剑,第十章 我想学剑
至于柳胤，一直都没有参与进去，玄意峰那本剑经，虽说也是多年之前流传下来的，但除去前几代弟子之外，后面的弟子修行始终跨不过天门境，他们最初也不相信事情会糟糕成这样，但一代又一代堪称天才的后辈弟子都试过了，始终没办法迈过那道门槛，这早就让玄意峰心灰意冷。,人间有剑,第十章 我想学剑
之前还有几位资质尚可的弟子，困在天门境之前多年后，都被玄意峰送往其他三峰了，后来他们中也有人修行三峰之法破开了天门境，这更加让玄意峰认定，这都是他们的修行之法的问题，而并非弟子资质问题，所以之后这些年，每次收取新弟子，他们其实不过是走个流程，从未再想着耽搁这些后辈。,人间有剑,第十章 我想学剑
孟寅一直看向山道那边，久久不见周迟身影，这越发焦急起来，他满头大汗，之后他好不容易瞅准空闲的程初，靠近之后，他就要从怀里掏出东西，然后要被准备许久的话说上一说。,人间有剑,第十章 我想学剑
“程仙师……”,人间有剑,第十章 我想学剑
倒不是真和周迟有着什么深刻的情谊在，但之前毕竟是他主动开口说了事情，如今要是没办成，那他娘的传出去，让他孟寅如何做人？,人间有剑,第十章 我想学剑
要知道他虽然从小便不爱读书，但孟氏祖训的那个信字，几乎是刻在每一个孟氏子弟心中的。,人间有剑,第十章 我想学剑
要是这件事办不成，说不定才真是他孟寅的心魔。,人间有剑,第十章 我想学剑
就在他叫住程初，手已经伸入怀里的时候，耳畔忽然响起一道声音。,人间有剑,第十章 我想学剑
“这居然还有一个。”,人间有剑,第十章 我想学剑
是顾鸢。,人间有剑,第十章 我想学剑
她本以为已经山道上已经不会再有新弟子登山成功了，这会儿忽然又看到一个，这才感慨了一句。,人间有剑,第十章 我想学剑
孟寅转头看去，大喜过望。,人间有剑,第十章 我想学剑
最后一个登山的，果然是周迟。,人间有剑,第十章 我想学剑
他此刻的脸色有些苍白，不知道登山遇到了多大的麻烦，但好歹还是来到了山顶。,人间有剑,第十章 我想学剑
“孟淫，怎么了？”,人间有剑,第十章 我想学剑
这个时候，程初的声音也响了起来，他看向眼前的孟寅满脸期待，觉得这家伙，说不定是做出决断了，要选择他们苍叶峰了。,人间有剑,第十章 我想学剑
孟寅尴尬的把手从怀里抽出来，摇了摇头，“没事。”,人间有剑,第十章 我想学剑
说完这句话，他赶紧往周迟那边靠去，埋怨道：“你怎么这会儿才走上来，险些让我白送钱了。”,人间有剑,第十章 我想学剑
送钱办了事可以，但送了钱，没办成事，这万万不可！,人间有剑,第十章 我想学剑
“……”,人间有剑,第十章 我想学剑
周迟一时间不知道说什么，但他还是很快反应过来，说道：“山道难走，是有些困难。”,人间有剑,第十章 我想学剑
“早说了我背你上来，哪里有这么麻烦。”,人间有剑,第十章 我想学剑
孟寅埋怨了一句，不过很快便喜笑颜开，“如今好了，你我同乡都上山了，以后有伴了，在山中，谁敢欺负你，跟我说！”,人间有剑,第十章 我想学剑
然后他把山上的情况都跟周迟说了一番，问道：“你选哪座峰，咱们一起，也有个照应不是！”,人间有剑,第十章 我想学剑
周迟看了一眼前方，心想你以为人人都是你，能随便选？,人间有剑,第十章 我想学剑
依着他现在这个状态，别说选峰，只怕能不能留在这重云山都还两说。,人间有剑,第十章 我想学剑
只是为何东洲如此多宗门，非要来重云山，周迟是有自己的算计在的。,人间有剑,第十章 我想学剑
他微微眯眼，轻声道：“帮我个忙？”,人间有剑,第十章 我想学剑
“啥？”,人间有剑,第十章 我想学剑
孟寅一怔。,人间有剑,第十章 我想学剑
就在这两人说话之时，其实那边三人，都已经各自挑选了五个弟子，场间也剩下周迟和孟寅两人没有归属了。,人间有剑,第十章 我想学剑
李渎看了一眼册子，摇了摇头，这个叫周迟的少年，年纪太大，天赋太差，注定是没有前景的。,人间有剑,第十章 我想学剑
“顾师妹，这个少年，你们谁要？”,人间有剑,第十章 我想学剑
被点到名的顾鸢看了他一眼，当即大怒，“我要你……”,人间有剑,第十章 我想学剑
这句话还没说完，便被眼疾手快的程初一把捂住嘴，“师妹，这小辈还在，克制啊！”,人间有剑,第十章 我想学剑
他赶紧转头，“李师兄，快道歉啊！”,人间有剑,第十章 我想学剑
李渎嘴角抽了抽，握紧拳头，一番挣扎之后，还是说服自己再忍一忍，“师妹，是我错了。”,人间有剑,第十章 我想学剑
其实这也不怪顾鸢生气，刚才孟寅资质好，他就说要了，这个叫周迟的少年，资质不行，就开始往外推，这放在谁身上，谁不生气？！,人间有剑,第十章 我想学剑
不过其实李渎的顾虑也不无道理，毕竟周迟的确年纪太大，资质太差，估计也就是在山上浪费几年光阴，最后肯定还是进不了内门，会被赶出重云山的。,人间有剑,第十章 我想学剑
既然这样，其实他们都不愿意在他身上浪费时间。,人间有剑,第十章 我想学剑
“也不知道许由怎么搞的，这样的人都让他过了初选？”,人间有剑,第十章 我想学剑
李渎忍不住开口。,人间有剑,第十章 我想学剑
程初尴尬一笑，毕竟许由是他们苍叶峰的内门弟子。,人间有剑,第十章 我想学剑
“看他能成功登山，说明心智尚可，说不定会有一番造化也说不准。”,人间有剑,第十章 我想学剑
一直没怎么说话的柳胤倒是难得帮周迟说了句好话。,人间有剑,第十章 我想学剑
“是啊，既然能登山，那肯定有过人之处，那这样，程师弟，你们苍叶峰便收了他便是。”,人间有剑,第十章 我想学剑
李渎微笑看着程初，程初却一本正经摇头道：“师兄，他已然天赋欠佳，若无名师教导，只怕更是一事无成，朝云峰底蕴深厚，强者辈出，有朝云峰教导，只怕才有他出人头地的一天啊。”,人间有剑,第十章 我想学剑
“若是朝云峰都调教不出来，我等只怕更是无能为力了。”,人间有剑,第十章 我想学剑
“这……”,人间有剑,第十章 我想学剑
李渎一怔，他被这样一架，是有些不好推脱，关键是他可不敢再说把人往青溪峰那边推，毕竟顾鸢师妹的脾气，今日他已经见识两次了，至于第三次？,人间有剑,第十章 我想学剑
那万万不可！,人间有剑,第十章 我想学剑
就在这个时候，孟寅忽然大声道：“哪座峰要周迟，我就去哪座峰！”,人间有剑,第十章 我想学剑
只是他话还没说完，一道声音忽然响起。,人间有剑,第十章 我想学剑
“孟寅，我知道你是为我考虑，害怕以我的天赋，无法留在山上，但我也不能耽误你！”,人间有剑,第十章 我想学剑
“若是以要挟山中仙长这才能留在山上修行，那非我所愿！”,人间有剑,第十章 我想学剑
周迟看着孟寅，眼眸里满是感激，但嘴上却说道：“这样的事情，我不能做。”,人间有剑,第十章 我想学剑
“让仙师们为难，非我本意，我这便下山去了！”,人间有剑,第十章 我想学剑
孟寅嘴角扯了扯，但仍旧配合道：“我孟寅从来一诺千金，你若不能留在山上，我也就此下山去了！”,人间有剑,第十章 我想学剑
“怎能如此啊？”,人间有剑,第十章 我想学剑
周迟摇了摇头，一脸的难过。,人间有剑,第十章 我想学剑
“且不急，周迟你既已走到山顶，那自然已是我重云山弟子，至于要去往何处，先说便好，我等自有定论。”,人间有剑,第十章 我想学剑
李渎微笑道：“至于孟淫，我等再论。”,人间有剑,第十章 我想学剑
他也早就想好，周迟无论选哪座峰，若是不能进入内门，那就到期赶下山去就好，而孟寅则是定然要将其留在山中的。,人间有剑,第十章 我想学剑
…………,人间有剑,第十章 我想学剑
“多谢仙师！”,人间有剑,第十章 我想学剑
眼见目的达成，周迟朝着柳胤走过去，十分认真地说道：“柳仙师，我想学剑。”,人间有剑,第十章 我想学剑
听着这话，几人都愣了愣。,人间有剑,第十章 我想学剑
原以为周迟要选的怎么也是朝云峰这样的主峰，但没想到，他选的却是玄意峰。,人间有剑,第十章 我想学剑
这出乎所有人的意料。,人间有剑,第十章 我想学剑
但这样，其实便无人为难了。,人间有剑,第十章 我想学剑
柳胤一怔，忍不住提醒道：“你知道现在玄意峰的处境吗？”,人间有剑,第十章 我想学剑
周迟沉思片刻，十分真切地说道：“我爹以前就是玄意峰的外门弟子，只是这辈子都没进入内门，临终之时，拉着我的手，嘱咐我，一定要成为玄意峰的内门弟子，替他完成未竟之愿！”,人间有剑,第十章 我想学剑
听着这话，在场的一众弟子目光里都流露出了感动之意，包括柳胤。,人间有剑,第十章 我想学剑
只有孟寅一脸错愕，这他娘的，不是我的词吗？！,人间有剑,第十章 我想学剑
突然。,人间有剑,第十章 我想学剑
啪啪啪——,人间有剑,第十章 我想学剑
李渎鼓起掌来，“有此孝心，实在是让人感动，既然如此，柳师妹何不成全了他？”,人间有剑,第十章 我想学剑
程初干笑一声，压低声音对柳胤道：“柳师妹，他本就天赋寻常，在其余三峰也待不长久，不如就让他去玄意峰试试，即便不成，也是他自己的命数，怪不得旁人。”,人间有剑,第十章 我想学剑
柳胤皱起眉头，但还是看了一眼同是女子的顾鸢。,人间有剑,第十章 我想学剑
“也是他自己的选择，不算玄意峰误了他。”,人间有剑,第十章 我想学剑
顾鸢开口，玄意峰能有个新弟子，总归是好事，即便天赋真的寻常。,人间有剑,第十章 我想学剑
“好，你既如此坚定，那玄意峰便收下你，随我来吧。”,人间有剑,第十章 我想学剑
柳胤犹豫一番，最后还是下了决断。,人间有剑,第十章 我想学剑
“恭喜玄意峰再添新丁。”,人间有剑,第十章 我想学剑
三人同时开口，笑了起来。,人间有剑,第十章 我想学剑
“那你呢，孟淫？”,人间有剑,第十章 我想学剑
程初看着孟寅，“你虽心怀大善，但实在不适合玄意峰，其余三峰，你自己选吧。”,人间有剑,第十章 我想学剑
在他看来，孟寅之前展现出来的态度，八成是要选他们苍叶峰的。,人间有剑,第十章 我想学剑
孟寅盯着周迟，倒是不生气他抄了自己之前的词，反倒是因为他刚刚说那番话，完全把他当成和自己是一类人，一想到这里，他都忍不住有些激动。,人间有剑,第十章 我想学剑
又是同乡，性格相仿，那他们定然会成为极好的朋友！,人间有剑,第十章 我想学剑
以后在山上，绝不会无趣了。,人间有剑,第十章 我想学剑
“弟子先向几位仙长致歉，刚刚，是弟子鲁莽了。”,人间有剑,第十章 我想学剑
孟寅一脸愧意。,人间有剑,第十章 我想学剑
“无妨，你有这般助人心思，也是难得。”,人间有剑,第十章 我想学剑
程初微笑看向孟寅。,人间有剑,第十章 我想学剑
他思索片刻，目光在三人身上扫过，很快便有了决断。,人间有剑,第十章 我想学剑
三座峰，苍叶峰他打死都不会去，之前那个收他东西的家伙就在苍叶峰，难道让自己去做他师弟？,人间有剑,第十章 我想学剑
这可不行，他以后是要和对方讲“道理”的！,人间有剑,第十章 我想学剑
那剩下的两座山峰，朝云峰听着厉害，但这个李渎定然不如顾鸢，之前不是都跟她低头道歉了吗？,人间有剑,第十章 我想学剑
既然如此，那结果只有一个，那就是——,人间有剑,第十章 我想学剑
“我选青溪峰！”,人间有剑,第十章 我想学剑
孟寅站到顾鸢身后，心想有这位照着，他以后在重云山，算是有靠山了！,人间有剑,第十章 我想学剑
程初有些意外和失落，但还是开口笑道：“恭喜顾师妹，恭喜青溪峰。”,人间有剑,第十章 我想学剑
而听着这话的李渎，再次握紧了拳头。,人间有剑,第十章 我想学剑
我忍！,人间有剑,第十章 我想学剑
……,人间有剑,第十章 我想学剑
顾鸢微笑还礼，然后看向孟寅，“入了我青溪峰，要好生修行，不要懈怠，还有，把你的名字改了。”,人间有剑,第十章 我想学剑
“什么？”,人间有剑,第十章 我想学剑
孟寅一脸茫然，怎么进你们青溪峰要改名？那我要重新选！,人间有剑,第十章 我想学剑
顾鸢皱眉道：“以淫荡为名，你家中难不成真无人识字？”,人间有剑,第十章 我想学剑
孟寅也不傻，听到这里，也琢磨出来，这定然是那个收自己东西的许由搞出来的事情！,人间有剑,第十章 我想学剑
他就说之前为何顾鸢会那般说。,人间有剑,第十章 我想学剑
他咬着牙，默默在心里把小仇抹去，改为大仇。,人间有剑,第十章 我想学剑
他盯着顾鸢，从牙齿缝里蹦出一句话来，“我叫孟寅，子丑寅卯的寅！”,人间有剑,第十章 我想学剑
他盯着顾鸢，从牙齿缝里蹦出一句话来，“我叫孟寅，子丑寅卯的寅！”,人间有剑,第十一章 剑修自有风骨
四人各自带着新收弟子回峰，孟寅临行前，朝着周迟挤眉弄眼，周迟也冲着他微笑。,人间有剑,第十一章 剑修自有风骨
对于这个才认识一日的少年，他有些好感，对方虽说脑子可能有些问题，但人不坏。,人间有剑,第十一章 剑修自有风骨
这样的人，即便不做朋友，也成不了敌人。,人间有剑,第十一章 剑修自有风骨
柳胤唤出自己的本命飞剑，剑身青绿，细长，好似一片柳叶。,人间有剑,第十一章 剑修自有风骨
“怕高吗？”,人间有剑,第十一章 剑修自有风骨
柳胤问了一嘴。,人间有剑,第十一章 剑修自有风骨
“要做剑修，怎么会怕高？”,人间有剑,第十一章 剑修自有风骨
周迟笑着摇头，想起自己第一次御剑，还真险些从剑上跌落下来，的确是太高了。,人间有剑,第十一章 剑修自有风骨
“那上来，我带你回峰。”,人间有剑,第十一章 剑修自有风骨
柳胤跃上飞剑，伸出手，周迟想了想，伸手搭了上去，然后借力上了飞剑。,人间有剑,第十一章 剑修自有风骨
“要是害怕，可以抱住我。”,人间有剑,第十一章 剑修自有风骨
柳胤动念，飞剑便掠向远处一座山峰。,人间有剑,第十一章 剑修自有风骨
听着这话。,人间有剑,第十一章 剑修自有风骨
周迟自然地抱住了柳胤的腰。,人间有剑,第十一章 剑修自有风骨
……,人间有剑,第十一章 剑修自有风骨
庆州府的冬天很是湿冷，不太容易下雪。,人间有剑,第十一章 剑修自有风骨
不过好在即便是冬天，诸多山峰还是有一片绿意。,人间有剑,第十一章 剑修自有风骨
周迟跟着柳胤走在玄意峰的山道上，打量着四周景象。,人间有剑,第十一章 剑修自有风骨
柳胤想了想，还是忍不住说道：“你其实可以再想想，若是想要去别峰，我去帮你说说，你天赋如此，修行本就困难，再来玄意峰，便是难上加难，理应考虑清楚。”,人间有剑,第十一章 剑修自有风骨
她在玄意峰多年，处境艰难，但却也离不开这里了，但说到底，她还是不想耽误后来人。,人间有剑,第十一章 剑修自有风骨
周迟说道：“这是家父遗愿……而且，我很想当一个剑修。”,人间有剑,第十一章 剑修自有风骨
或许是觉得前面半句话有些不足以让眼前的这个女子信服，他还是加了半句话。,人间有剑,第十一章 剑修自有风骨
柳胤笑了笑，“来玄意峰的人，当初都是这么想的，要仗剑三尺，斩世间不平……但最后发现，自己别说斩世间不平，就是在宗门里，也都快抬不起头来，到了那天，你还会想当一个剑修吗？”,人间有剑,第十一章 剑修自有风骨
周迟说道：“或许我会是例外。”,人间有剑,第十一章 剑修自有风骨
“我们当初也是这么想的。”,人间有剑,第十一章 剑修自有风骨
柳胤说这句话的时候，都忍不住笑了起来，果然剑修，还是一脉相承啊。,人间有剑,第十一章 剑修自有风骨
周迟知道她为何笑，但却不在意，他抬头看着峰顶，心中有些期待。,人间有剑,第十一章 剑修自有风骨
“你既然如此坚定，我也十分开心，希望你好好修行，在下次内门考核的时候，能进入内门。”,人间有剑,第十一章 剑修自有风骨
“当然进入内门并不是终点，我期待看到你破开玉府，成为一位天门境剑修的时候。”,人间有剑,第十一章 剑修自有风骨
东洲各大宗门，对于弟子的考核，大多如此，经过最初的考核，可入山门修行，但需在一定时间里修行到某个境界，之后再有一次考核，只有通过那次考核，才能真正成为内门弟子，而只有成为内门弟子，才能说真正拜入了重云山，是重云山的一份子。,人间有剑,第十一章 剑修自有风骨
唯一不同的，大概就是时间和境界。,人间有剑,第十一章 剑修自有风骨
像是祁山，从外门到内门，要求是从上山之日算起，两年之内修行到方寸境圆满，即可参加内门考核，通过考核，便可进入内门。,人间有剑,第十一章 剑修自有风骨
而当初的周迟，只用了三月。,人间有剑,第十一章 剑修自有风骨
是祁山有史以来，最快进入内门的弟子。,人间有剑,第十一章 剑修自有风骨
但实际上，祁山并不如何惊讶，因为领着他上山的那位，当年也只用了半年，在周迟之前，他才是祁山有史以来最快进入内门的弟子。,人间有剑,第十一章 剑修自有风骨
那位出了名的眼高于顶，若是周迟的天赋不是比他更高，他又怎会那般着急把他带入祁山？,人间有剑,第十一章 剑修自有风骨
只是他的运气太差，这么一个被他视作衣钵传人的弟子，还未正式拜他为师，他便已经身死道消。,人间有剑,第十一章 剑修自有风骨
柳胤说着话，周迟却没有去听，他只是想起了一些旧事，因此思绪万里。,人间有剑,第十一章 剑修自有风骨
直到柳胤说了一声到了，周迟这才回过神来。,人间有剑,第十一章 剑修自有风骨
他抬头看去，不知何时已到峰顶，眼前有一座占地不小的大殿，朱墙青瓦，殿前各有两棵桂树。,人间有剑,第十一章 剑修自有风骨
门前则是有一方青铜大鼎，里面插着零星燃尽的香烛。,人间有剑,第十一章 剑修自有风骨
大殿前的广场，则是一块块石砖铺成，四周种的也都是桂树，有个身穿厚实青色布袍的白发老人，正拿着扫帚，清扫着落叶。,人间有剑,第十一章 剑修自有风骨
整个景象，无一不透露着冷清两字。,人间有剑,第十一章 剑修自有风骨
周迟沉默片刻，问道：“柳仙师，现如今玄意峰还有多少弟子？”,人间有剑,第十一章 剑修自有风骨
他已经想过玄意峰的处境，但现在来看，好像还是超出他的想象了。,人间有剑,第十一章 剑修自有风骨
“你以后便叫我柳师姐就是，虽说你如今还不是内门弟子，但也没什么紧要的。”,人间有剑,第十一章 剑修自有风骨
柳胤先是看了他一眼，然后继续说道：“玄意峰如今算上你，一共三……不对，一共四人。”,人间有剑,第十一章 剑修自有风骨
“……”,人间有剑,第十一章 剑修自有风骨
周迟看着眼前的柳胤，觉得可能是自己听错了。,人间有剑,第十一章 剑修自有风骨
“内门弟子，如今只我一人，外门弟子，只有你一人，然后便是峰主，也就是我师父，只不过师父常年闭关，我已有数年都不曾见过她了。”,人间有剑,第十一章 剑修自有风骨
“还有裴伯。”,人间有剑,第十一章 剑修自有风骨
柳胤指了指那个正在打扫落叶的老人，笑道：“那就是裴伯了，据说他来玄意峰的日子比师父还久，真要说起来，师父好像也得叫他一声师伯。”,人间有剑,第十一章 剑修自有风骨
周迟抬眼看去，问道：“柳……师姐，这位裴伯，是什么境界？”,人间有剑,第十一章 剑修自有风骨
“没有境界。”,人间有剑,第十一章 剑修自有风骨
柳胤好像后知后觉想到些什么，这才说道：“四峰峰主除了师父之外都是归真境，师父闭关前已经是万里境，闭关也是为了破境，而我是玉府境，至于裴伯，好像对当初上任峰主有过救命之恩，后来上任峰主为了报恩，就把裴伯带上山了，裴伯不出玄意峰，宗内也没人说什么。”,人间有剑,第十一章 剑修自有风骨
“不过裴伯上山时间已经很久了，以后在峰内，有什么不懂的，你都可以问他。”,人间有剑,第十一章 剑修自有风骨
周迟沉默片刻，还是点了点头。,人间有剑,第十一章 剑修自有风骨
事已至此，还能如何？,人间有剑,第十一章 剑修自有风骨
“对了，柳师姐，既然我已经是外门弟子，是否已经可以修行玄意峰的剑修之法了？”,人间有剑,第十一章 剑修自有风骨
“那是自然。”,人间有剑,第十一章 剑修自有风骨
柳胤笑道：“藏书楼你让裴伯领着你去吧，一楼的东西，你可以随意看，至于二楼，你现在境界不够，也上不去，不过等你进入内门之后，二楼也可以随意出入。”,人间有剑,第十一章 剑修自有风骨
“哦，明日会有一堂课，到时候你们这一批新上山的弟子都要去，会有山中长辈告知你们如何修行，一些问题，也可以在那个时候提出来。”,人间有剑,第十一章 剑修自有风骨
“还有，本来要成为内门弟子之后，才有资格在大殿前上香，不过你要是愿意的话，现在就可以去，也算是告诉峰中历代长辈，玄意峰又来了新人。”,人间有剑,第十一章 剑修自有风骨
周迟微微点头。,人间有剑,第十一章 剑修自有风骨
“对了，你说你父亲也曾是我玄意峰的外门弟子，叫什么名字，兴许我还认识。毕竟这些年的外门弟子，其实也不多。”,人间有剑,第十一章 剑修自有风骨
柳胤忽然开口。,人间有剑,第十一章 剑修自有风骨
对于这个问题，周迟只得无言以对。,人间有剑,第十一章 剑修自有风骨
藏书楼在大殿的一侧不远，沿着一条小路走一刻钟，便能在崖边看到一座古朴小楼。,人间有剑,第十一章 剑修自有风骨
那便是玄意峰的藏书楼。,人间有剑,第十一章 剑修自有风骨
玄意峰是剑峰，历代弟子都是剑修，这里面的，自然都是剑修之法。,人间有剑,第十一章 剑修自有风骨
站在楼前，周迟看着那座小楼，目光里隐约有些期待。,人间有剑,第十一章 剑修自有风骨
裴伯站在他身侧，不断打量着周迟，最终才感慨道：“没想到我这把老骨头有生之年，还能看到玄意峰再来新人，真是难得。”,人间有剑,第十一章 剑修自有风骨
他的眼眸中满是慈意和欣喜，就像是苦求一辈子，终于老来得子一般。,人间有剑,第十一章 剑修自有风骨
周迟看着眼前这个气息寻常的老人，开口问道：“裴伯，峰中最强的剑修之法，是什么？”,人间有剑,第十一章 剑修自有风骨
裴伯看了一眼周迟，倒是不奇怪，追求最强，从来没有问题。,人间有剑,第十一章 剑修自有风骨
“自然是《玄意经》。”,人间有剑,第十一章 剑修自有风骨
裴伯微笑道：“玄意峰历史上曾那些威震东洲的大剑仙，都是修行的此法，玄意峰的镇峰也从来都是此经……不过现如今，却再也没有出过剑仙了。”,人间有剑,第十一章 剑修自有风骨
周迟说道：“是因为玄意经修行太难？”,人间有剑,第十一章 剑修自有风骨
“何止是太难？”,人间有剑,第十一章 剑修自有风骨
裴伯叹了口气，“那是十分难啊。”,人间有剑,第十一章 剑修自有风骨
玄意峰除去最初百年，那一代的剑修是修行的此法，并且将其发扬光大之外，后续弟子，再修行此经，就好像负重千万斤一般，别说一日千里，就是前行一步，都举步维艰。,人间有剑,第十一章 剑修自有风骨
“既然如此，为何不选择另修他法？”,人间有剑,第十一章 剑修自有风骨
周迟看着裴伯，在他看来，一条路走不通，那便换一条就好。,人间有剑,第十一章 剑修自有风骨
“玄意峰不修玄意经，那何必再叫玄意峰？况且既然先辈已经证明过修行此经前景广阔，那就说明路是对的，不过是后来人资质不够罢了。”,人间有剑,第十一章 剑修自有风骨
“玄意经是先辈心血，后人就此弃了，谁能担得起这骂名？”,人间有剑,第十一章 剑修自有风骨
裴伯微笑看着周迟，“况且修行之辈，哪个没些傲气，旁人走不通，我不见得走不通，就像是有人跟你说，玄意峰大道断绝，没有前途，你不还是来了？”,人间有剑,第十一章 剑修自有风骨
周迟想着这玄意峰好生迂腐，但话到嘴边却说道：“不愧是剑修，的确有一番风骨。”,人间有剑,第十一章 剑修自有风骨
裴伯看着他，笑而不语。,人间有剑,第十一章 剑修自有风骨
裴伯看着他，笑而不语。,人间有剑,第十二章 境界有尽头，修行不驻足
“修行之道，宛如一条渡船，沿着无尽江河而去，时时靠岸，时时有人下船，路途越远，旅人越少。”,人间有剑,第十二章 境界有尽头，修行不驻足
“那这趟旅程，可有终点？”,人间有剑,第十二章 境界有尽头，修行不驻足
“境界有尽头，修行不驻足。”,人间有剑,第十二章 境界有尽头，修行不驻足
一棵古树下，青衣飘飘的朝云峰某位师叔，正在自问自答。,人间有剑,第十二章 境界有尽头，修行不驻足
在他身前，一共二十二人，盘坐在蒲团上，膝上都有一本薄薄的册子，是重云山的入门修行之法。,人间有剑,第十二章 境界有尽头，修行不驻足
“修行一共十境，修行之初，将天地元气纳入自身经脉，将体内五谷之气排出，不再受红尘气污浊自身之时，便可称入门，此境曰初，乃是起始之意。”,人间有剑,第十二章 境界有尽头，修行不驻足
“吸纳天地元气之后，能对自身方寸之间的事物皆洞如观火，便到了方寸。”,人间有剑,第十二章 境界有尽头，修行不驻足
“将天地元气在体内神阙气海二穴之中构建一处灵台，便到了灵台境，构建灵台越大越好，因为只有灵台越大，之后建造的玉府也才能更大，将天地元气炼化而成气机便更多，与人对敌之时，自然占优。”,人间有剑,第十二章 境界有尽头，修行不驻足
“先建灵台，后造玉府，而后在玉府之上铸造一道天门，天门初时紧闭，等你能引动气机破开天门，那便到了天门境。但需记住，一个修士此生只有九次机会，每次破开天门失败，灵台玉府上便会多出一道裂痕，虽可修复，但大道根底印记一直都在，若是九次都失败，那便会灵台玉府崩碎，跌回方寸。”,人间有剑,第十二章 境界有尽头，修行不驻足
“事后虽可继续再修行，但后面的路，已是千难万难，大道已然渺茫。”,人间有剑,第十二章 境界有尽头，修行不驻足
“不过不必过于担心，按部就班修行，诸君修行而至玉府境，并无多难，天门才是一道天堑，天门之下，不过寻常。”,人间有剑,第十二章 境界有尽头，修行不驻足
“对了，等你们修行到玉府境，便可在玉府内温养两物，一曰本命器，二曰心头物。”,人间有剑,第十二章 境界有尽头，修行不驻足
“心头物乃是你修为根本，不到万不得已，不得示人，一旦破损，大道艰难。至于诸君能寻到何物来寄存修为与自己相伴一生，全看造化。”,人间有剑,第十二章 境界有尽头，修行不驻足
“本命器也称本命法器，须时时祭炼，与人对敌之时，是极大助力，但本命器若是被毁，自身也会受创。本命器理论万事万物即可，若是愿意，寻常石块，祭炼多年，也会有不俗威力。只是本命器本身越不凡，威力自然更大，祭炼也更为事半功倍。”,人间有剑,第十二章 境界有尽头，修行不驻足
朝云峰师叔说到这里，口有些干，便拿起身侧茶杯，喝了一口，这才正要继续开口。,人间有剑,第十二章 境界有尽头，修行不驻足
忽听下方弟子里，有人开口，“师叔，我有个想法！”,人间有剑,第十二章 境界有尽头，修行不驻足
听着声音，众人纷纷循声看去。,人间有剑,第十二章 境界有尽头，修行不驻足
朝云峰师叔皱了皱眉，正有些不悦，但看到开口之人是孟寅之时，神色这才好转不少，毕竟孟寅乃是这一次的新弟子里，天赋最高者。,人间有剑,第十二章 境界有尽头，修行不驻足
“孟寅，有何想法？”,人间有剑,第十二章 境界有尽头，修行不驻足
人群最后的孟寅站起身来，认真问道：“师叔方才说，万事万物都可做本命器，那人呢？”,人间有剑,第十二章 境界有尽头，修行不驻足
“什么？”,人间有剑,第十二章 境界有尽头，修行不驻足
朝云峰师叔一怔，一时间没反应过来。,人间有剑,第十二章 境界有尽头，修行不驻足
“弟子是说，如果寻一强者炼化祭炼，以此为本命器，是否可行？”,人间有剑,第十二章 境界有尽头，修行不驻足
孟寅十分认真，“这样的话，与人动起手来，是不是只需要那强者与人厮杀，自己在一侧观战就好了？”,人间有剑,第十二章 境界有尽头，修行不驻足
“胡闹！”,人间有剑,第十二章 境界有尽头，修行不驻足
“哪里有强大修士愿意做别人的本命器？”朝云峰师叔脸色难看。,人间有剑,第十二章 境界有尽头，修行不驻足
“那寻一邪魔外道，强行炼化，是否可行？”,人间有剑,第十二章 境界有尽头，修行不驻足
孟寅嘿嘿一笑，“反正都是恶人，此举岂不是也废物利用？”,人间有剑,第十二章 境界有尽头，修行不驻足
听着这话，众人脸上都一脸茫然，可以这般吗？,人间有剑,第十二章 境界有尽头，修行不驻足
“休要胡言乱语，此事绝对不可！”,人间有剑,第十二章 境界有尽头，修行不驻足
朝云峰师叔嘴角抽搐，且不说是否可行，光是孟寅这般行事，那就不说什么邪魔外道，他自己就是最大的邪魔外道！,人间有剑,第十二章 境界有尽头，修行不驻足
孟寅哦了一声，自顾自坐下，满脸遗憾。,人间有剑,第十二章 境界有尽头，修行不驻足
坐在他身边的周迟沉默地将自己的蒲团往远处移开许多，此时此刻，他已经确信，眼前的孟寅脑子绝对有问题。,人间有剑,第十二章 境界有尽头，修行不驻足
“周迟……你怎么离我这么远？”,人间有剑,第十二章 境界有尽头，修行不驻足
