参数1_文本,书名,章节名称
都已出城一个时辰，为何追兵还没赶上来？,万仙来朝,第33章 杀人灭口
难道发生了什么意外？,万仙来朝,第33章 杀人灭口
方北震心中颇为焦躁。,万仙来朝,第33章 杀人灭口
自始至终，他就没想过去松阳镇斩妖。,万仙来朝,第33章 杀人灭口
那鸟不拉屎的穷地方，狗都嫌弃。,万仙来朝,第33章 杀人灭口
哪怕松阳镇所有百姓被杀光了，又能如何？,万仙来朝,第33章 杀人灭口
数百年来，这世间各地一直有妖魔肆虐，每天不知多少人惨死妖魔手底下。,万仙来朝,第33章 杀人灭口
仅靠缉妖司就能扫荡妖魔，还天下一个朗朗乾坤？,万仙来朝,第33章 杀人灭口
扯淡！,万仙来朝,第33章 杀人灭口
说出去，怕是皇帝老子都不信。,万仙来朝,第33章 杀人灭口
这次任务真正的目的，实则是假借斩妖行动的名义，半路上除掉陆夜！,万仙来朝,第33章 杀人灭口
“方大人莫非有心事？”,万仙来朝,第33章 杀人灭口
冷不丁地，陆夜的声音在耳畔响起，方北震心中顿时一凛。,万仙来朝,第33章 杀人灭口
此刻的陆夜，席地而坐，懒洋洋地斜靠在大殿一座倾塌的神像前，一手拎着酒壶，惬意饮酒。,万仙来朝,第33章 杀人灭口
“陆二少好眼力！”,万仙来朝,第33章 杀人灭口
方北震叹道，“我在想，松阳镇惨案的背后，若真的和赤尾蛇君有关，咱们此行怕是会很危险！”,万仙来朝,第33章 杀人灭口
陆夜笑道：“那大人可知道，三个斩妖任务中，我为何选中了前往松阳镇？”,万仙来朝,第33章 杀人灭口
谁他妈知道你怎么想的？,万仙来朝,第33章 杀人灭口
方北震暗骂，脸上则露出倾听之色，“还请陆二少赐教！”,万仙来朝,第33章 杀人灭口
陆夜道：“很简单，松阳镇足够远！”,万仙来朝,第33章 杀人灭口
方北震疑惑道，“此话怎讲？”,万仙来朝,第33章 杀人灭口
陆夜笑道：“山高路远，最容易发生意外，万一我死了，注定没人知道死因。”,万仙来朝,第33章 杀人灭口
他一指大殿外，继续道，“就像现在，荒野破庙，大雨倾盆，最适合杀人灭迹，保管不留一丝痕迹。”,万仙来朝,第33章 杀人灭口
方北震：“……”,万仙来朝,第33章 杀人灭口
“陆二少可别开这种玩笑！”,万仙来朝,第33章 杀人灭口
方北震神色变得庄肃，“咱们缉妖司外出行动中，禁止内部相残，一旦被发现，必会被处以极刑，严惩不贷！”,万仙来朝,第33章 杀人灭口
陆夜笑起来，“下位者受规则束缚，中位者利用规则，上位者踩在规则之上，方大人觉得，自己是哪一种？”,万仙来朝,第33章 杀人灭口
“这……”,万仙来朝,第33章 杀人灭口
方北震皱眉，这叼毛是在敲打自己？,万仙来朝,第33章 杀人灭口
思忖半晌，方北震笑道：“我只知道，强者从不会抱怨规则！”,万仙来朝,第33章 杀人灭口
陆夜叹道，“可我是弱者，我不但要抱怨规则，还要抱怨强者！”,万仙来朝,第33章 杀人灭口
你他妈也算弱者？,万仙来朝,第33章 杀人灭口
方北震差点爆粗口，问过死在你手底下的李拓和韩山鹊没有？,万仙来朝,第33章 杀人灭口
问过给你当靠山的谢将军没有？,万仙来朝,第33章 杀人灭口
“陆二少为何还要抱怨强者？”,万仙来朝,第33章 杀人灭口
正在生火煮饭的赵青不禁好奇。,万仙来朝,第33章 杀人灭口
陆夜随口道：“因为原本好好的规则，都他娘是强者搞坏的！”,万仙来朝,第33章 杀人灭口
说着，还不带掩饰地瞥了方北震一眼。,万仙来朝,第33章 杀人灭口
方北震心中膈应坏了，强忍着心中不适，道，“陆二少背靠谢将军，谁敢不顾规则来对你不利？”,万仙来朝,第33章 杀人灭口
陆夜笑道：“那可说不准。”,万仙来朝,第33章 杀人灭口
话不投机半句多。,万仙来朝,第33章 杀人灭口
方北震没有再接话。,万仙来朝,第33章 杀人灭口
陆夜则自顾自喝酒、欣赏殿外大雨。,万仙来朝,第33章 杀人灭口
雷声隆隆，雨声密集，在这破败荒野寺庙中避雨，也别有一番情致。,万仙来朝,第33章 杀人灭口
“什么时候雨停了，我们再继续赶路。”,万仙来朝,第33章 杀人灭口
用过饭后，方北震带着另外三个缉妖卫离开，前往不远处的一座偏殿休息。,万仙来朝,第33章 杀人灭口
大殿这边，只剩陆夜和赵青二人。,万仙来朝,第33章 杀人灭口
“陆二少，虽说交浅言深乃是大忌，可我还是想提醒你一句。”,万仙来朝,第33章 杀人灭口
赵青犹豫半晌，才压低声音道，“松阳镇血案看似只是一场妖祸，可一旦牵扯到河神赤尾蛇君，事情就变复杂了！”,万仙来朝,第33章 杀人灭口
陆夜道：“此话怎讲？”,万仙来朝,第33章 杀人灭口
赵青斟酌道：“赤尾蛇君是朝廷钦天司敕封的河神，其职责是庇护一方山水，可关于此妖的风评却很坏！”,万仙来朝,第33章 杀人灭口
“在松阳镇，几乎人人皆知，赤尾蛇君那些手下如同盗匪，凡是经过松阳河那一带的商船，都需要缴纳一笔过路费。”,万仙来朝,第33章 杀人灭口
“一旦不缴，商船必会出事，要么船毁人亡，要么货物被抢！”,万仙来朝,第33章 杀人灭口
陆夜讶然：“堂堂一位河神，竟然纵容手下拦路劫财？”,万仙来朝,第33章 杀人灭口
赵青讽刺道：“什么河神，本质还是穿上一袭官袍的妖怪罢了，比拦路劫财更过分的事情还有不少。”,万仙来朝,第33章 杀人灭口
陆夜道：“既如此，钦天司为何不管？”,万仙来朝,第33章 杀人灭口
大乾三司之一的钦天司，有专门的巡察使负责巡弋天下各地的山水之神。,万仙来朝,第33章 杀人灭口
有功者赏，有过者罚。,万仙来朝,第33章 杀人灭口
赵青犹豫半晌，这才道：“人们都说，这赤尾蛇君有背景，有人脉，钦天司也得睁只眼闭只眼，至于是真是假，我也不清楚。”,万仙来朝,第33章 杀人灭口
陆夜恍然道：“身为朝廷钦定的河神，能攀附上一些权贵人物来当保护伞，挺合理的。”,万仙来朝,第33章 杀人灭口
旋即，陆夜忽地抬眼凝视赵青，“那你说，方大人会否和赤尾蛇君暗中串通，已经早早布下针对我的杀局？”,万仙来朝,第33章 杀人灭口
赵青脸色微变，连忙摆手道：“陆二少，咱们不谈这个！”,万仙来朝,第33章 杀人灭口
陆夜笑了笑，也不勉强。,万仙来朝,第33章 杀人灭口
他掌心一翻，从储物袋取出一张厚厚的皮毛毯子铺地面，整个人躺在其上，头枕双臂，翘起二郎腿，惬意地闭上眼睛。,万仙来朝,第33章 杀人灭口
暴雨劈打屋檐声密集作响，听在耳中，正适合睡眠。,万仙来朝,第33章 杀人灭口
“都这时候了，还敢睡？！”,万仙来朝,第33章 杀人灭口
赵青看得眼睛发直，“这家伙真就不担心发生不测？”,万仙来朝,第33章 杀人灭口
……,万仙来朝,第33章 杀人灭口
不远处的偏殿内。,万仙来朝,第33章 杀人灭口
“大人，这破地方连只鬼影都没有，正是灭杀陆夜的好时机！”,万仙来朝,第33章 杀人灭口
“还请您早做决断！”,万仙来朝,第33章 杀人灭口
三名缉妖卫立在那，目光齐齐看向方北震。,万仙来朝,第33章 杀人灭口
方北震独自坐在那，神色一阵变幻，沉默不语。,万仙来朝,第33章 杀人灭口
“大人莫非担心赵青会泄密？”,万仙来朝,第33章 杀人灭口
一个缉妖卫低声道，“大人放心，待杀了陆夜后，咱们把赵青一块宰了！”,万仙来朝,第33章 杀人灭口
“事后就说赵青杀了陆夜，他自己畏罪自杀，如此便死无对证！”,万仙来朝,第33章 杀人灭口
此人名唤魏广，是方北震的心腹。,万仙来朝,第33章 杀人灭口
方北震胸腔一阵起伏，内心明显很挣扎。,万仙来朝,第33章 杀人灭口
魏广一咬牙，道：“大人，何必忧虑，属下就是拼了这条命……”,万仙来朝,第33章 杀人灭口
方北震猛地起身，怒道：“拼命也要和我一起埋葬在这吗！？”,万仙来朝,第33章 杀人灭口
啪！,万仙来朝,第33章 杀人灭口
说着，一记耳光狠狠抽在魏广脸上，打得他跌坐在地，半边脸颊红肿淌血。,万仙来朝,第33章 杀人灭口
“一帮蠢货！”,万仙来朝,第33章 杀人灭口
方北震破口大骂，“陆夜敢孤身一人领取这个斩妖任务，真以为他没有依仗？”,万仙来朝,第33章 杀人灭口
“没听到陆夜刚才都说了，此地最适合杀人灭口？”,万仙来朝,第33章 杀人灭口
“咱们若真动手，万一被他给杀人灭口怎么办？”,万仙来朝,第33章 杀人灭口
方北震暴跳如雷，骂得很脏，“你们啊，完全就是志怪小说中的反派！”,万仙来朝,第33章 杀人灭口
“全他妈是猪脑子！！”,万仙来朝,第33章 杀人灭口
“全他妈是猪脑子！！”,万仙来朝,第34章 河神庙斩妖
正值雨季，雨势滂沱，下得没完没了。直至深夜也没有停下的迹象。,万仙来朝,第34章 河神庙斩妖
陆夜一行人只能在这座荒野破庙中过夜。,万仙来朝,第34章 河神庙斩妖
“奇怪，如此天赐良机，他们怎能忍得住不动手？”,万仙来朝,第34章 河神庙斩妖
陆夜心中不解。,万仙来朝,第34章 河神庙斩妖
他已经睡了一觉，精神抖擞地坐在火堆旁饮酒。,万仙来朝,第34章 河神庙斩妖
“在看什么书？”,万仙来朝,第34章 河神庙斩妖
陆夜注意到，赵青正埋头翻阅一本志怪小说。,万仙来朝,第34章 河神庙斩妖
“纵横书局最新推出的一本斩妖小说。”,万仙来朝,第34章 河神庙斩妖
赵青舔了舔唇，眼神暧昧，嘿嘿笑道，“不止内容精彩，还穿插有不少喜闻乐见的荤段子……一个字，绝！”,万仙来朝,第34章 河神庙斩妖
“陆少要不要品鉴一番？”,万仙来朝,第34章 河神庙斩妖
“别！”,万仙来朝,第34章 河神庙斩妖
陆夜义正言辞拒绝，“我从小老实本分，修的还是童子功，看不得这些！”,万仙来朝,第34章 河神庙斩妖
赵青哦了一声，继续埋头苦读，心神明显已沉浸其中。,万仙来朝,第34章 河神庙斩妖
陆夜没有打扰。,万仙来朝,第34章 河神庙斩妖
大乾境内妖魔成患，天下各地到处分布着鬼魅魍魉。,万仙来朝,第34章 河神庙斩妖
自然地，关于修者斩妖除魔的事情，几乎天天都在发生。,万仙来朝,第34章 河神庙斩妖
这些事迹传出去后，或被说书人编撰为故事在市井坊间流传。,万仙来朝,第34章 河神庙斩妖
或被商家印刷成志怪小说，成为街头巷尾争相借阅的心头好。,万仙来朝,第34章 河神庙斩妖
但故事终究是故事。,万仙来朝,第34章 河神庙斩妖
现实中，真正的斩妖除魔，要远比故事更离谱，更荒诞，也更匪夷所思。,万仙来朝,第34章 河神庙斩妖
陆夜收起酒壶，盘膝而坐。,万仙来朝,第34章 河神庙斩妖
一身气机悄然运转《混洞九锻经》的修炼秘法。,万仙来朝,第34章 河神庙斩妖
当初在天河学府修行，陆夜是人尽皆知的“卷王”。,万仙来朝,第34章 河神庙斩妖
可他真不是被逼的，而是天性如此。,万仙来朝,第34章 河神庙斩妖
痴迷修炼带来的感受！,万仙来朝,第34章 河神庙斩妖
一如此刻，在这深夜大雨破庙中修炼，能够清晰感悟天地气息的细微变化，周身气机与之契合共振，浑然有天人合一之感。,万仙来朝,第34章 河神庙斩妖
那种滋味，简直让陆夜不可自拔，忘乎所以。,万仙来朝,第34章 河神庙斩妖
“按照这般进度，不出七天，我这一身修为就能重修到引灵境第九重！”,万仙来朝,第34章 河神庙斩妖
陆夜暗道。,万仙来朝,第34章 河神庙斩妖
数天前，他自废修为，修炼《混洞九锻经》，修为可谓突飞猛进。,万仙来朝,第34章 河神庙斩妖
几乎每天都有显著进步！,万仙来朝,第34章 河神庙斩妖
可陆夜自己清楚，这只是因为重新修炼的缘故罢了。,万仙来朝,第34章 河神庙斩妖
当修为恢复到引灵境第九重，修炼进度势必会大不如前。,万仙来朝,第34章 河神庙斩妖
但陆夜已经很满意。,万仙来朝,第34章 河神庙斩妖
昏睡那三年，等于在修炼上荒废三年。,万仙来朝,第34章 河神庙斩妖
可这三年在域外战场的磨炼，却是一场堪称颠覆人生的造化！,万仙来朝,第34章 河神庙斩妖
后半夜，大雨终于渐渐停息。,万仙来朝,第34章 河神庙斩妖
“这厮竟然还有心情修炼？”,万仙来朝,第34章 河神庙斩妖
当方北震带着三名缉妖卫走进大殿，看到正在打坐的陆夜时，愈发感觉不对劲。,万仙来朝,第34章 河神庙斩妖
若非底气十足，怎敢这般有恃无恐？,万仙来朝,第34章 河神庙斩妖
“方大人这是要做什么？”,万仙来朝,第34章 河神庙斩妖
悄然间，盘膝而坐的陆夜睁开眼皮，眸光发亮。,万仙来朝,第34章 河神庙斩妖
这些家伙终于按捺不住要动手了？,万仙来朝,第34章 河神庙斩妖
“陆少可千万别多想！”,万仙来朝,第34章 河神庙斩妖
方北震心中一紧，连忙解释，“雨已经停了，距离天亮也已不足一个时辰，我们打算立刻启程，前往松阳镇！”,万仙来朝,第34章 河神庙斩妖
陆夜顿时失望，“我还以为今晚会发生一些什么……”,万仙来朝,第34章 河神庙斩妖
方北震倒吸一口凉气。,万仙来朝,第34章 河神庙斩妖
果然不出所料，陆夜这厮恐怕早就挖好坑，在等他们主动跳进去。,万仙来朝,第34章 河神庙斩妖
得亏自己忍住了！,万仙来朝,第34章 河神庙斩妖
“陆二少若不介意，咱们立刻就启程？”,万仙来朝,第34章 河神庙斩妖
方北震稳了稳心神，笑着问询。,万仙来朝,第34章 河神庙斩妖
从天河郡城出发到现在，都已快过去一天时间，追兵却还未赶到。,万仙来朝,第34章 河神庙斩妖
这让方北震终于确定，李寒山之前的谋划发生了变故！,万仙来朝,第34章 河神庙斩妖
“那就走吧。”,万仙来朝,第34章 河神庙斩妖
陆夜长身而起。,万仙来朝,第34章 河神庙斩妖
方北震的小心谨慎，出乎他意料，也让他有些扫兴。,万仙来朝,第34章 河神庙斩妖
多好一个杀人灭口的机会！,万仙来朝,第34章 河神庙斩妖
怎么就不好好把握？,万仙来朝,第34章 河神庙斩妖
不主动点，我怎么送你们一场现世报？,万仙来朝,第34章 河神庙斩妖
很快，一行人收拾妥当，准备出发。,万仙来朝,第34章 河神庙斩妖
陆夜对赵青道：“待会赶路的时候，你那本小说借我批判一下。”,万仙来朝,第34章 河神庙斩妖
赵青一愣，说好老实人看不得这些，原来哥们你是装的啊！,万仙来朝,第34章 河神庙斩妖
……,万仙来朝,第34章 河神庙斩妖
松阳镇，河神庙。,万仙来朝,第34章 河神庙斩妖
“都是小老的女儿罪该万死，不该触怒河神老爷的手下！”,万仙来朝,第34章 河神庙斩妖
一个衣衫褴褛，面容凄苦的枯瘦老头，跪在地上。,万仙来朝,第34章 河神庙斩妖
“如今，小女已死，以性命抵罪，还请各位大人开恩，饶恕小老一命！”,万仙来朝,第34章 河神庙斩妖
砰！砰！砰！,万仙来朝,第34章 河神庙斩妖
老头一边哀求，一边磕头，额头磕破淌血。,万仙来朝,第34章 河神庙斩妖
卑微、惶恐到骨子里。,万仙来朝,第34章 河神庙斩妖
河神庙正殿内，方北震、赵青等缉妖司衙门的人都已落座。,万仙来朝,第34章 河神庙斩妖
只有陆夜站在大殿内供奉的一座神像面前，仔细打量。,万仙来朝,第34章 河神庙斩妖
神像足有三丈高，是一名身着青色蟒袍的男子，左手虚托一盏铜灯，右手持剑，脚踏石龟，威风凛凛。,万仙来朝,第34章 河神庙斩妖
这是“河神”赤尾蛇君化为人形的模样，栩栩如生。,万仙来朝,第34章 河神庙斩妖
作为河神庙，松阳镇百姓常年会前来烧香祈福，送上贡品。,万仙来朝,第34章 河神庙斩妖
看守河神庙的庙祝是个中年男子，名叫胡成。,万仙来朝,第34章 河神庙斩妖
他笑容谄媚，向众人介绍道：,万仙来朝,第34章 河神庙斩妖
“方大人，你们也看到了，这次在松阳镇发生的祸患，都是由那老东西的女儿引起！”,万仙来朝,第34章 河神庙斩妖
“他女儿名叫‘许蓁’，曾答应与河神‘赤尾蛇君’的手下成婚。”,万仙来朝,第34章 河神庙斩妖
“可在半个月前，许蓁却突然变卦，和一名书生私奔，以至于激怒了河神的手下，这才酿成了松阳镇那一场血案。”,万仙来朝,第34章 河神庙斩妖
“这可真的不能怪到河神大人身上！”,万仙来朝,第34章 河神庙斩妖
“另外，河神大人也已严厉惩罚了他那名手下，保证以后再不会发生类似的事情！”,万仙来朝,第34章 河神庙斩妖
“事情经过都已记录在案，还请方大人明鉴！”,万仙来朝,第34章 河神庙斩妖
说着，胡成朝方北震恭敬作揖。,万仙来朝,第34章 河神庙斩妖
方北震扭头问陆夜，“你怎么看？”,万仙来朝,第34章 河神庙斩妖
陆夜随口道：“他在侮辱我们的脑子。”,万仙来朝,第34章 河神庙斩妖
赵青深以为然道：“陆少说的不错，为了一个女人，就杀了城中百姓近百人，谁信？”,万仙来朝,第34章 河神庙斩妖
“谁又看不出，那老头是被逼迫在演戏？”,万仙来朝,第34章 河神庙斩妖
说着，赵青抬手一指胡成，眼神森然，“再不老实，休怪我们不客气！”,万仙来朝,第34章 河神庙斩妖
胡成浑身一僵，转身看向跪在那的老头，厉声道：“老许头，我问你，我说的一切，可有半分虚假？”,万仙来朝,第34章 河神庙斩妖
“没有！”,万仙来朝,第34章 河神庙斩妖
老头颤抖着站起身，嘶声道，“小老……小老保证，庙祝大人所说都是真的！”,万仙来朝,第34章 河神庙斩妖
赵青大喝道：“你拿什么保证？”,万仙来朝,第34章 河神庙斩妖
“拿……拿小老这条贱命！”,万仙来朝,第34章 河神庙斩妖
老头发出一声压抑愤恨的嘶吼，蓦地一头撞在身旁石柱上。,万仙来朝,第34章 河神庙斩妖
砰！,万仙来朝,第34章 河神庙斩妖
头骨破裂，血水混杂脑浆飞洒。,万仙来朝,第34章 河神庙斩妖
骨瘦嶙峋的躯体，躺倒在地，褴褛破旧的衣衫被血染红。,万仙来朝,第34章 河神庙斩妖
大殿顿时变得寂静。,万仙来朝,第34章 河神庙斩妖
众人皆怔住，没人想到，会发生如此突兀的一幕。,万仙来朝,第34章 河神庙斩妖
陆夜猛地转过身，看着躺在血泊中的老头，幽邃的眼眸深处，隐隐有火光跃动。,万仙来朝,第34章 河神庙斩妖
“可怜老许头，先是死了女儿，如今为证明河神大人清白，竟不惜自杀！”,万仙来朝,第34章 河神庙斩妖
庙祝胡成一声长叹，“这一下，诸位大人可相信了？”,万仙来朝,第34章 河神庙斩妖
赵青脸色难看道：“他的死，分明是被你们逼的！”,万仙来朝,第34章 河神庙斩妖
“这位大人，饭可以乱吃，话可不能乱说！”,万仙来朝,第34章 河神庙斩妖
大殿一侧的偏门中，忽地走出一个中年男子。,万仙来朝,第34章 河神庙斩妖
男子八字胡，肤色惨白，眼眸呈灰褐色，浑身透着一股阴冷寒气。,万仙来朝,第34章 河神庙斩妖
这家伙是个妖物！,万仙来朝,第34章 河神庙斩妖
陆夜、方北震等人一眼就看出中年男子的底细。,万仙来朝,第34章 河神庙斩妖
这可是河神庙，一个妖物竟然敢堂而皇之出现了！,万仙来朝,第34章 河神庙斩妖
“我名焦清，乃河神大人的手下。”,万仙来朝,第34章 河神庙斩妖
面对缉妖司众人，中年男子依旧从容不迫。,万仙来朝,第34章 河神庙斩妖
他面带微笑，不疾不徐道：“听闻各位前来松阳镇查案，河神大人早已为各位准备了一份份厚礼。”,万仙来朝,第34章 河神庙斩妖
中年男子取出一个玉盒打开，露出其中一颗流光溢彩的宝珠。,万仙来朝,第34章 河神庙斩妖
“水云灵珠！”,万仙来朝,第34章 河神庙斩妖
方北震眼眸发亮，惊讶道，“看品相，此宝起码蕴养了三十年！”,万仙来朝,第34章 河神庙斩妖
焦清笑着奉承道：“大人好眼力，一语中的！这是河神大人的心意，还请笑纳！”,万仙来朝,第34章 河神庙斩妖
“河神大人太客气了，如此贵重的宝物，这……这怎么好意思……”,万仙来朝,第34章 河神庙斩妖
方北震笑着推辞。,万仙来朝,第34章 河神庙斩妖
陆夜蓦地上前，一脚踹翻焦清，拔刀而出，雪亮刀锋直抵焦清咽喉处。,万仙来朝,第34章 河神庙斩妖
动作一气呵成。,万仙来朝,第34章 河神庙斩妖
原本捧在焦清手中的玉盒摔在地上，水云灵珠滚落而出。,万仙来朝,第34章 河神庙斩妖
方北震等人皆措手不及，被陆夜的举动惊到。,万仙来朝,第34章 河神庙斩妖
“你做什么？”,万仙来朝,第34章 河神庙斩妖
焦清大怒，眸中爆绽血色妖光。,万仙来朝,第34章 河神庙斩妖
陆夜笑眯眯道：“我们五个人，你家河神大人就拿一颗水云灵珠出来，是不是太小家子气了？”,万仙来朝,第34章 河神庙斩妖
焦清咬牙切齿道：“方大人，您这位手下是不是也太放肆了？”,万仙来朝,第34章 河神庙斩妖
方北震干咳一声，劝道：“陆夜，此妖毕竟是赤尾蛇君手下，如今事情还未查清楚……”,万仙来朝,第34章 河神庙斩妖
噗！,万仙来朝,第34章 河神庙斩妖
陆夜手起刀落，一颗血淋淋的头颅抛空而起。,万仙来朝,第34章 河神庙斩妖
焦清的无头尸体随之倒下，化作一只浑身布满灰青色鳞片的大鱼。,万仙来朝,第34章 河神庙斩妖
“大人，咱们是来杀妖的，可不是来查案的。”,万仙来朝,第34章 河神庙斩妖
陆夜随手抹掉刀身血水，慢条斯理道，“更何况，庙祝刚才不是说了，松阳镇血案，的确是赤尾蛇君的手下所为？”,万仙来朝,第34章 河神庙斩妖
“完了，完了！河神大人一定会发怒的——！”,万仙来朝,第34章 河神庙斩妖
庙祝胡成尖叫，转身逃往大殿外。,万仙来朝,第34章 河神庙斩妖
“助纣为虐，你也该杀！”,万仙来朝,第34章 河神庙斩妖
陆夜手腕转动，又是一刀，削掉胡成脑袋，暴毙当场。,万仙来朝,第34章 河神庙斩妖
庙祝也死了！,万仙来朝,第34章 河神庙斩妖
“陆夜！”,万仙来朝,第34章 河神庙斩妖
方北震脸色奇差，气急败坏，“你还有没有把我放在眼中！？”,万仙来朝,第34章 河神庙斩妖
赵青等四个缉妖卫皆心惊，都没想到，陆夜下手这么狠！,万仙来朝,第34章 河神庙斩妖
大殿中央处，赤尾蛇君神像的一对眼眸，悄然闪过一抹乌光。,万仙来朝,第34章 河神庙斩妖
大殿中央处，赤尾蛇君神像的一对眼眸，悄然闪过一抹乌光。,万仙来朝,第35章 路走窄了
晚霞残照。,万仙来朝,第35章 路走窄了
河神庙大殿内，焦清和庙祝的尸体横陈。,万仙来朝,第35章 路走窄了
染着鲜血的地面，在夕阳下泛起潋滟如燃的光。,万仙来朝,第35章 路走窄了
方北震罕见地暴怒，怒斥陆夜，“钦天司册封的河神属下，就这么被你不问青红皂白杀了！”,万仙来朝,第35章 路走窄了
“还有这庙祝，乃是河神赤尾蛇君的心腹！他一死，赤尾蛇君岂能罢休？”,万仙来朝,第35章 路走窄了
“你这哪里是来斩妖，分明是来闯祸的！”,万仙来朝,第35章 路走窄了
……整座大殿，久久回荡着方北震的怒斥声。,万仙来朝,第35章 路走窄了
陆夜自顾自来到“老许头”面前，指尖一挑。,万仙来朝,第35章 路走窄了
嗤！,万仙来朝,第35章 路走窄了
一缕火焰飘落，老许头尸体上燃烧成烬。,万仙来朝,第35章 路走窄了
“走好。”,万仙来朝,第35章 路走窄了
陆夜轻语，拎出酒壶，朝地上倾倒一杯。,万仙来朝,第35章 路走窄了
“陆夜，你到底有没有听我说话！”,万仙来朝,第35章 路走窄了
陆夜那置若罔闻的姿态，让方北震愈发气愤。,万仙来朝,第35章 路走窄了
“庙祝和这头鱼妖都已经死了，生气有何用？”,万仙来朝,第35章 路走窄了
陆夜俯身捡起那一颗水云灵珠，道，“依我看，当务之急是杀进赤尾蛇君的老巢，把那些妖物一锅端了。”,万仙来朝,第35章 路走窄了
方北震怒极而笑，“我说多少次了，赤尾蛇君目前还是朝廷敕封的河神，没有查清真相，岂能说杀就杀？”,万仙来朝,第35章 路走窄了
“另外，你以为凭咱们这点力量，真的是赤尾蛇君的对手？”,万仙来朝,第35章 路走窄了
陆夜语气平静道：“不试试，怎知道？”,万仙来朝,第35章 路走窄了
“冥顽不灵！”,万仙来朝,第35章 路走窄了
方北震一字一顿，“记住，这次斩妖任务，我才是首脑，你若不听我的，后果自负！”,万仙来朝,第35章 路走窄了
说罢，甩袖而去。,万仙来朝,第35章 路走窄了
其他三个缉妖卫连忙跟上。,万仙来朝,第35章 路走窄了
只有赵青犹豫许久，选择留下来。,万仙来朝,第35章 路走窄了
“你要跟我一起去斩妖？”,万仙来朝,第35章 路走窄了
陆夜有些意外。,万仙来朝,第35章 路走窄了
赵青叹道：“兴许是我鬼迷心窍，莫名其妙地感觉你能行！”,万仙来朝,第35章 路走窄了
陆夜深深看了赵青一眼，“那本小说看着不错，品味也很高。”,万仙来朝,第35章 路走窄了
赵青眉开眼笑，“我就知道，咱俩是同道中人！”,万仙来朝,第35章 路走窄了
陆夜骤然拔刀，绯色刀光一闪。,万仙来朝,第35章 路走窄了
轰！,万仙来朝,第35章 路走窄了
大殿中央的赤尾蛇君雕像四分五裂，轰然倾塌。,万仙来朝,第35章 路走窄了
烟尘弥漫中，一缕乌黑妖光如闪电般朝大殿外掠去。,万仙来朝,第35章 路走窄了
陆夜横刀一划。,万仙来朝,第35章 路走窄了
乌光砰然爆碎，化作细碎光雨飞洒。,万仙来朝,第35章 路走窄了
隐约间，似有一道愤怒冰冷的声音响起，却戛然而止。,万仙来朝,第35章 路走窄了
“这是？”,万仙来朝,第35章 路走窄了
赵青吃惊问。,万仙来朝,第35章 路走窄了
陆夜随口道：“刚才发生在此地的一切，应该已经被赤尾蛇君尽收眼底。”,万仙来朝,第35章 路走窄了
“这……”,万仙来朝,第35章 路走窄了
赵青倒吸凉气，喃喃道，“这后果可就太严重了！河神一怒，凶多吉少啊……”,万仙来朝,第35章 路走窄了
“帮个忙，搭个灶台引火，待会咱们吃一顿鱼锅。”,万仙来朝,第35章 路走窄了
陆夜说着，已开始解剖妖物“焦清”所化的青麟大鱼躯体。,万仙来朝,第35章 路走窄了
赵青怔在那。,万仙来朝,第35章 路走窄了
都什么时候了，这家伙竟还在想吃的？,万仙来朝,第35章 路走窄了
就一点不担心来自赤尾蛇君的报复？,万仙来朝,第35章 路走窄了
“快点。”,万仙来朝,第35章 路走窄了
陆夜催促。,万仙来朝,第35章 路走窄了
赵青如梦初醒，连忙行动。,万仙来朝,第35章 路走窄了
半刻钟后。,万仙来朝,第35章 路走窄了
河神庙大殿内，篝火燃烧，铁锅内咕噜噜冒泡，鲜嫩晶莹的鱼片在红油汤汁中翻涌浮沉。,万仙来朝,第35章 路走窄了
一股诱人的香气弥漫整座大殿。,万仙来朝,第35章 路走窄了
陆夜席地而坐，一边大快朵颐，一边饮酒。,万仙来朝,第35章 路走窄了
膝盖上还摆着那本情节旖旎的志怪小说，时不时用手指翻开一页。,万仙来朝,第35章 路走窄了
那叫一个惬意。,万仙来朝,第35章 路走窄了
赵青大开眼界。,万仙来朝,第35章 路走窄了
他这才知道，陆夜竟然随身携带了铁锅、碗筷以及各种调料！,万仙来朝,第35章 路走窄了
陆夜夹起一块爽脆弹牙的鱼肚吃掉，满足道：“还是鲜的好吃。”,万仙来朝,第35章 路走窄了
闯荡域外战场那三年，由于严重缺少修行资源，灵苍界阵营的修者几乎人人携带一口锅。,万仙来朝,第35章 路走窄了
杀完神魔，便就地开吃。,万仙来朝,第35章 路走窄了
这还不算什么，那些顶尖祖师级人物更夸张。,万仙来朝,第35章 路走窄了
为了吃一口鲜的，经常会活擒一些神魔，用秘法封印后随身携带，饿了就切点肉满足口腹之欲……,万仙来朝,第35章 路走窄了
陆夜随身带锅的习惯，就是在域外战场养成。,万仙来朝,第35章 路走窄了
“可惜这鱼妖仅仅引灵境七重修为，肉质蕴含的灵力太少，只能拿来打牙祭。”,万仙来朝,第35章 路走窄了
陆夜自语，“等杀了那赤尾蛇君，且尝尝他的肉是否好一些。”,万仙来朝,第35章 路走窄了
赵青久久沉默。,万仙来朝,第35章 路走窄了
才刚吃上碗里的，就惦念起那位河神大人的肉，会不会太丧心病狂了？,万仙来朝,第35章 路走窄了
