震级,发震时刻,纬度,经度,深度,参考位置,地址链接
5.1,2024-04-03 10:28:18,24.22,121.80,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403102818.html
5.6,2024-04-03 10:14:38,24.14,121.76,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403101438.html
4.4,2024-04-03 10:13:41,24.22,121.74,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403101341.html
4.6,2024-04-03 09:53:58,23.87,121.57,10,台湾花莲县,https://news.ceic.ac.cn/CC20240403095358.html
4.7,2024-04-03 09:49:38,23.74,122.08,12,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403094938.html
5.6,2024-04-03 09:39:35,23.80,121.89,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403093935.html
4.3,2024-04-03 09:19:32,23.87,121.62,10,台湾花莲县海域,https://news.ceic.ac.cn/CD20240403091933.html
4.1,2024-04-03 09:17:42,23.98,121.76,11,台湾花莲县海域,https://news.ceic.ac.cn/CD20240403091742.html
5.0,2024-04-03 09:09:27,24.06,121.79,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403090927.html
4.2,2024-04-03 09:07:15,23.99,121.74,9,台湾花莲县海域,https://news.ceic.ac.cn/CD20240403090716.html
4.0,2024-04-03 08:54:07,23.78,121.71,27,台湾花莲县海域,https://news.ceic.ac.cn/CD20240403085408.html
4.9,2024-04-03 08:50:46,23.80,121.63,11,台湾花莲县海域,https://news.ceic.ac.cn/CD20240403085046.html
5.5,2024-04-03 08:46:43,24.07,121.81,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403084644.html
5.2,2024-04-03 08:43:55,23.94,121.57,10,台湾花莲县,https://news.ceic.ac.cn/CC20240403084356.html
5.9,2024-04-03 08:35:38,24.18,121.53,10,台湾花莲县,https://news.ceic.ac.cn/CC20240403083538.html
6.0,2024-04-03 08:11:27,24.10,121.65,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403081128.html
7.3,2024-04-03 07:58:08,23.81,121.74,12,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403075809.html
4.2,2024-04-03 03:26:33,23.38,120.16,8,台湾嘉义县,https://news.ceic.ac.cn/CC20240403032634.html
3.3,2024-04-02 20:06:23,31.72,104.14,18,四川阿坝州茂县,https://news.ceic.ac.cn/CD20240402200623.html
3.0,2024-04-02 12:24:27,31.72,104.13,15,四川阿坝州茂县,https://news.ceic.ac.cn/CD20240402122428.html
3.1,2024-03-31 15:56:34,28.64,95.98,10,西藏林芝市察隅县,https://news.ceic.ac.cn/CD20240331155635.html
6.0,2024-04-03 08:11:27,24.10,121.65,10,台湾花莲县海域,https://news.ceic.ac.cn/CC20240403081128.html
4.0,2024-03-30 03:26:13,32.74,88.73,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20240330032614.html
3.2,2024-03-28 13:42:23,29.08,95.79,10,西藏林芝市墨脱县,https://news.ceic.ac.cn/CD20240328134224.html
3.0,2024-03-28 08:40:49,32.54,82.78,10,西藏阿里地区革吉县,https://news.ceic.ac.cn/CD20240328084050.html
4.1,2024-03-27 18:36:28,31.69,101.31,15,四川阿坝州壤塘县,https://news.ceic.ac.cn/CC20240327183629.html
3.2,2024-03-25 16:02:22,30.87,97.02,10,西藏昌都市卡若区,https://news.ceic.ac.cn/CC20240325160222.html
3.3,2024-03-21 18:57:06,27.97,102.72,15,四川凉山州昭觉县,https://news.ceic.ac.cn/CD20240321185707.html
4.5,2024-03-21 18:49:52,24.06,121.57,20,台湾花莲县,https://news.ceic.ac.cn/CC20240321184953.html
4.2,2024-03-21 00:58:06,33.95,86.47,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CC20240321005807.html
3.1,2024-03-20 11:51:51,28.31,104.97,8,四川宜宾市长宁县,https://news.ceic.ac.cn/CD20240320115152.html
3.3,2024-03-19 16:18:20,29.58,104.81,13,四川内江市资中县,https://news.ceic.ac.cn/CD20240319161820.html
3.2,2024-03-15 18:33:40,28.32,104.95,10,四川宜宾市长宁县,https://news.ceic.ac.cn/CD20240315183341.html
3.1,2024-03-14 03:19:43,29.08,105.44,9,四川泸州市泸县,https://news.ceic.ac.cn/CD20240314031944.html
3.8,2024-03-09 13:17:45,31.93,92.85,10,西藏那曲市比如县,https://news.ceic.ac.cn/CD20240309131745.html
3.0,2024-03-04 08:06:18,34.13,85.39,10,西藏阿里地区改则县,https://news.ceic.ac.cn/CD20240304080618.html
4.3,2024-02-29 13:26:28,23.51,120.27,20,台湾嘉义县,https://news.ceic.ac.cn/CD20240229132628.html
3.0,2024-02-28 21:23:30,29.27,102.79,15,四川雅安市汉源县,https://news.ceic.ac.cn/CD20240228212331.html
3.8,2024-02-26 19:29:30,29.87,88.04,15,西藏日喀则市谢通门县,https://news.ceic.ac.cn/CC20240226192930.html
4.6,2024-02-25 21:48:34,24.79,122.02,10,台湾宜兰县海域,https://news.ceic.ac.cn/CC20240225214834.html
4.1,2024-02-24 12:37:08,23.60,121.65,19,台湾花莲县海域,https://news.ceic.ac.cn/CD20240224123708.html
4.0,2024-02-20 22:18:17,24.01,122.39,11,台湾花莲县海域,https://news.ceic.ac.cn/CD20240220221818.html
3.2,2024-02-09 11:29:57,28.30,104.96,11,四川宜宾市长宁县,https://news.ceic.ac.cn/CD20240209112958.html
3.1,2024-02-09 04:09:29,32.11,104.57,17,四川绵阳市平武县,https://news.ceic.ac.cn/CD20240209040930.html
3.2,2024-02-06 00:49:31,32.57,92.51,10,西藏那曲市聂荣县,https://news.ceic.ac.cn/CD20240206004932.html
4.7,2024-01-29 02:11:22,23.64,121.34,10,台湾花莲县,https://news.ceic.ac.cn/CC20240129021122.html
3.7,2024-01-20 01:41:41,28.14,105.09,9,四川宜宾市兴文县,https://news.ceic.ac.cn/CC20240120014142.html
3.0,2024-01-19 13:02:13,28.93,103.14,16,四川乐山市峨边县,https://news.ceic.ac.cn/CD20240119130213.html
3.0,2024-01-19 06:24:02,28.92,103.12,12,四川乐山市峨边县,https://news.ceic.ac.cn/CD20240119062402.html
3.2,2024-01-16 10:06:23,28.81,105.08,8,四川宜宾市江安县,https://news.ceic.ac.cn/CD20240116100624.html
3.2,2024-01-09 00:21:58,27.55,100.91,11,四川凉山州盐源县,https://news.ceic.ac.cn/CD20240109002158.html
2.9,2024-01-01 07:04:18,31.67,104.12,16,四川绵阳市安州区,https://news.ceic.ac.cn/CD20240101070418.html
3.2,2023-12-31 14:07:04,29.40,104.46,8,四川自贡市荣县,https://news.ceic.ac.cn/CD20231231140705.html
3.1,2023-12-27 04:22:45,32.30,105.01,10,四川广元市青川县,https://news.ceic.ac.cn/CD20231227042246.html
3.1,2023-12-19 21:49:48,28.34,104.94,8,四川宜宾市长宁县,https://news.ceic.ac.cn/CD20231219214948.html
3.3,2025-04-13 23:17:05,31.18,93.51,10,西藏那曲市比如县,https://news.ceic.ac.cn/CD20250413231706.html
3.8,2025-04-13 21:45:55,31.15,93.53,10,西藏那曲市比如县,https://news.ceic.ac.cn/CD20250413214556.html
3.1,2025-04-12 16:34:02,29.64,104.80,8,四川内江市资中县,https://news.ceic.ac.cn/CC20250412163402.html
3.9,2025-04-11 17:57:25,28.44,87.46,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CC20250411175726.html
4.1,2025-04-11 07:59:19,23.98,122.59,15,台湾花莲县海域,https://news.ceic.ac.cn/CD20250411075920.html
3.1,2025-04-10 13:12:33,28.67,86.62,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250410131233.html
4.6,2025-04-09 09:53:27,24.67,121.66,33,台湾宜兰县,https://news.ceic.ac.cn/CD20250409095328.html
2.4,2025-04-07 10:04:57,30.08,103.10,25,四川雅安市名山区(有感),https://news.ceic.ac.cn/CD20250407100457.html
3.2,2025-04-05 07:38:12,28.91,87.51,10,西藏日喀则市拉孜县,https://news.ceic.ac.cn/CC20250405073812.html
4.2,2025-04-03 11:46:58,23.28,120.27,20,台湾台南市,https://news.ceic.ac.cn/CC20250403114659.html
3.1,2025-04-03 11:28:00,32.94,100.00,10,四川甘孜州色达县,https://news.ceic.ac.cn/CD20250403112801.html
3.7,2025-04-02 08:19:19,28.28,87.32,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250402081920.html
3.2,2025-04-02 08:11:13,28.29,87.33,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250402081114.html
3.8,2025-03-31 05:44:09,29.97,90.21,30,西藏拉萨市当雄县,https://news.ceic.ac.cn/CC20250331054410.html
3.1,2025-03-28 19:56:37,34.75,87.78,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20250328195637.html
3.4,2025-03-26 20:42:11,28.74,86.68,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250326204211.html
3.0,2025-03-26 14:09:09,28.41,87.53,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250326140909.html
4.2,2025-03-25 09:40:48,23.96,121.67,30,台湾花莲县海域,https://news.ceic.ac.cn/CD20250325094049.html
3.3,2025-03-24 12:42:59,29.10,93.77,10,西藏林芝市米林市,https://news.ceic.ac.cn/CD20250324124259.html
4.1,2025-03-24 12:38:30,29.15,93.74,10,西藏林芝市米林市,https://news.ceic.ac.cn/CD20250324123830.html
3.2,2025-03-22 21:41:05,32.28,88.05,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20250322214105.html
3.4,2025-03-18 19:21:53,29.64,104.59,8,四川内江市威远县,https://news.ceic.ac.cn/CD20250318192153.html
3.9,2025-03-18 19:20:44,29.67,104.62,8,四川内江市威远县,https://news.ceic.ac.cn/CD20250318192045.html
3.1,2025-03-18 15:19:05,31.22,103.44,10,四川阿坝州汶川县,https://news.ceic.ac.cn/CD20250318151905.html
3.6,2025-03-17 05:25:49,33.26,98.78,10,四川甘孜州石渠县,https://news.ceic.ac.cn/CC20250317052550.html
3.5,2025-03-14 20:49:50,34.55,83.83,10,西藏阿里地区改则县,https://news.ceic.ac.cn/CD20250314204951.html
3.3,2025-03-14 08:31:21,27.08,92.22,10,西藏山南市错那市,https://news.ceic.ac.cn/CD20250314083121.html
3.4,2025-03-13 16:37:16,28.96,87.51,10,西藏日喀则市拉孜县,https://news.ceic.ac.cn/CD20250313163717.html
5.0,2025-03-13 13:09:37,23.07,121.55,15,台湾台东县海域,https://news.ceic.ac.cn/CC20250313130938.html
3.3,2025-03-13 04:12:16,28.50,87.47,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250313041216.html
3.2,2025-03-11 15:09:00,28.74,87.54,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250311150900.html
3.4,2025-03-09 19:54:04,31.26,103.63,15,四川成都市都江堰市,https://news.ceic.ac.cn/CD20250309195404.html
3.0,2025-03-08 17:19:53,28.40,87.50,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250308171953.html
3.6,2025-03-09 05:00:08,28.35,87.58,10,西藏日喀则市定结县,https://news.ceic.ac.cn/CD20250309050008.html
4.7,2025-03-08 16:50:15,28.38,87.51,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CC20250308165016.html
2.7,2025-03-07 14:40:17,32.51,105.04,14,四川广元市青川县,https://news.ceic.ac.cn/CC20250307144017.html
4.5,2025-03-05 21:27:39,23.16,120.48,20,台湾台南市,https://news.ceic.ac.cn/CC20250305212739.html
3.2,2025-03-02 18:58:24,28.33,104.91,8,四川宜宾市长宁县,https://news.ceic.ac.cn/CD20250302185824.html
3.8,2025-03-02 14:23:29,28.33,104.91,12,四川宜宾市长宁县,https://news.ceic.ac.cn/CD20250302142329.html
3.4,2025-03-01 13:38:50,28.51,87.45,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250301133851.html
3.4,2025-02-28 18:05:42,27.53,92.76,10,西藏山南市错那市,https://news.ceic.ac.cn/CC20250228180542.html
3.2,2025-02-27 17:18:14,28.56,96.56,10,西藏林芝市察隅县,https://news.ceic.ac.cn/CD20250227171815.html
3.0,2025-02-26 19:15:34,28.42,87.50,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250226191535.html
3.1,2025-02-26 00:15:02,28.41,87.63,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250226001503.html
3.2,2025-02-23 17:54:31,29.48,101.88,10,四川甘孜州康定市,https://news.ceic.ac.cn/CD20250223175432.html
2.8,2025-02-23 11:03:16,30.49,104.65,10,四川成都市简阳市,https://news.ceic.ac.cn/CD20250223110317.html
3.6,2025-02-22 13:26:27,29.74,101.14,10,四川甘孜州雅江县,https://news.ceic.ac.cn/CC20250222132628.html
3.7,2025-02-21 18:11:45,28.46,87.46,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250221181146.html
3.0,2025-02-17 19:03:27,30.46,104.66,22,四川成都市简阳市,https://news.ceic.ac.cn/CC20250217190327.html
3.8,2025-02-16 11:28:55,28.87,87.52,10,西藏日喀则市拉孜县,https://news.ceic.ac.cn/CD20250216112856.html
3.9,2025-02-12 01:10:23,33.81,89.15,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20250212011023.html
3.2,2025-02-09 23:23:32,28.26,87.55,10,西藏日喀则市定结县,https://news.ceic.ac.cn/CD20250209232332.html
2.8,2025-02-09 23:11:30,28.13,105.16,8,四川宜宾市兴文县,https://news.ceic.ac.cn/CD20250209231131.html
3.1,2025-02-09 15:36:58,29.05,86.63,10,西藏日喀则市昂仁县,https://news.ceic.ac.cn/CD20250209153659.html
4.2,2025-02-08 00:46:59,23.29,120.57,10,台湾嘉义县,https://news.ceic.ac.cn/CC20250208004659.html
3.3,2025-02-06 22:25:31,28.00,105.49,11,四川泸州市叙永县,https://news.ceic.ac.cn/CD20250206222531.html
3.2,2025-02-02 15:17:14,28.43,87.52,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250202151715.html
4.2,2025-01-30 15:16:17,23.28,120.52,10,台湾台南市,https://news.ceic.ac.cn/CC20250130151618.html
3.9,2025-01-30 12:28:00,33.79,89.14,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20250130122800.html
5.2,2025-01-30 10:11:55,23.25,120.57,10,台湾嘉义县,https://news.ceic.ac.cn/CC20250130101155.html
4.0,2025-01-28 13:05:40,35.23,89.77,10,西藏那曲市安多县,https://news.ceic.ac.cn/CC20250128130541.html
3.0,2025-01-28 02:33:35,29.53,104.02,8,四川乐山市井研县,https://news.ceic.ac.cn/CC20250128023335.html
4.1,2025-01-27 17:33:36,28.55,87.42,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250127173336.html
4.7,2025-01-27 08:18:50,22.75,121.10,10,台湾台东县,https://news.ceic.ac.cn/CC20250127081851.html
5.1,2025-01-26 07:38:54,23.17,120.48,10,台湾台南市,https://news.ceic.ac.cn/CC20250126073854.html
4.4,2025-01-26 00:10:51,22.80,120.68,15,台湾屏东县,https://news.ceic.ac.cn/CD20250126001052.html
3.2,2025-01-25 13:30:50,29.47,101.88,8,四川甘孜州康定市,https://news.ceic.ac.cn/CD20250125133050.html
5.1,2025-01-25 19:49:17,23.31,120.46,11,台湾台南市,https://news.ceic.ac.cn/CC20250125194918.html
4.1,2025-01-25 16:23:26,29.53,104.04,10,四川乐山市井研县,https://news.ceic.ac.cn/CC20250125162326.html
4.3,2025-01-25 06:01:57,23.20,120.48,21,台湾台南市,https://news.ceic.ac.cn/CD20250125060158.html
4.8,2025-01-24 19:18:42,23.18,120.47,15,台湾台南市,https://news.ceic.ac.cn/CD20250124191843.html
3.5,2025-01-24 13:59:17,28.78,87.48,14,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250124135917.html
4.0,2025-01-23 05:50:19,29.59,104.89,10,四川内江市市中区,https://news.ceic.ac.cn/CC20250123055020.html
3.2,2025-01-22 20:33:40,28.87,87.53,10,西藏日喀则市拉孜县,https://news.ceic.ac.cn/CD20250122203341.html
4.0,2025-01-22 19:55:43,23.78,121.53,11,台湾花莲县,https://news.ceic.ac.cn/CD20250122195543.html
3.3,2025-01-22 19:30:22,28.72,87.48,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250122193022.html
3.8,2025-01-22 06:37:18,35.71,89.64,10,西藏那曲市安多县,https://news.ceic.ac.cn/CC20250122063718.html
4.1,2025-01-22 03:42:06,23.32,120.64,12,台湾嘉义县,https://news.ceic.ac.cn/CD20250122034207.html
4.6,2025-01-22 02:48:21,21.18,120.99,24,台湾屏东县海域,https://news.ceic.ac.cn/CC20250122024822.html
3.7,2025-01-21 18:45:26,29.54,104.04,9,四川乐山市井研县,https://news.ceic.ac.cn/CD20250121184527.html
4.1,2025-01-21 08:14:16,28.28,87.54,10,西藏日喀则市定结县,https://news.ceic.ac.cn/CD20250121081416.html
4.6,2025-01-21 05:03:10,28.20,87.56,10,西藏日喀则市定结县,https://news.ceic.ac.cn/CD20250121050310.html
4.0,2025-01-21 04:05:59,23.27,120.52,17,台湾台南市,https://news.ceic.ac.cn/CD20250121040560.html
4.3,2025-01-21 01:42:32,23.20,120.52,14,台湾台南市,https://news.ceic.ac.cn/CC20250121014232.html
4.0,2025-01-21 00:29:23,23.19,120.50,15,台湾台南市,https://news.ceic.ac.cn/CC20250121002923.html
4.3,2025-01-21 00:26:24,23.25,120.45,15,台湾台南市,https://news.ceic.ac.cn/CC20250121002625.html
6.2,2025-01-21 00:17:27,23.24,120.51,14,台湾台南市,https://news.ceic.ac.cn/CC20250121001727.html
4.4,2025-01-20 21:59:54,29.57,104.88,10,四川内江市市中区,https://news.ceic.ac.cn/CC20250120215954.html
3.2,2025-01-20 21:34:27,28.29,87.55,10,西藏日喀则市定结县,https://news.ceic.ac.cn/CD20250120213427.html
3.2,2025-01-20 19:23:07,29.57,104.87,10,四川内江市市中区,https://news.ceic.ac.cn/CD20250120192307.html
6.2,2025-01-21 00:17:27,23.24,120.51,14,台湾台南市,https://news.ceic.ac.cn/CC20250121001727.html
3.3,2025-01-20 01:56:43,28.35,87.52,10,西藏日喀则市定结县,https://news.ceic.ac.cn/CD20250120015643.html
4.9,2025-01-20 05:07:48,33.12,102.64,8,四川阿坝州红原县,https://news.ceic.ac.cn/CC20250120050748.html
4.2,2025-01-19 00:26:27,28.36,87.57,10,西藏日喀则市定结县,https://news.ceic.ac.cn/CD20250119002628.html
4.6,2025-01-18 23:36:51,28.35,87.57,10,西藏日喀则市定结县,https://news.ceic.ac.cn/CD20250118233652.html
3.8,2025-01-16 21:12:30,33.65,81.80,10,西藏阿里地区日土县,https://news.ceic.ac.cn/CD20250116211231.html
3.6,2025-01-16 20:25:43,33.50,89.44,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20250116202544.html
3.0,2025-01-16 13:18:42,28.91,87.52,10,西藏日喀则市拉孜县,https://news.ceic.ac.cn/CD20250116131843.html
4.4,2025-01-16 11:19:58,28.47,87.50,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250116111959.html
3.6,2025-01-16 10:57:20,28.88,87.52,10,西藏日喀则市拉孜县,https://news.ceic.ac.cn/CD20250116105720.html
3.4,2025-01-16 04:50:49,28.80,87.50,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250116045050.html
3.3,2025-01-15 22:58:33,29.82,92.25,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CD20250115225833.html
3.0,2025-01-15 01:32:56,28.03,105.47,9,四川泸州市叙永县,https://news.ceic.ac.cn/CD20250115013257.html
3.0,2025-01-14 08:59:15,28.48,87.49,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250114085916.html
3.2,2025-01-14 04:14:56,28.31,87.63,10,西藏日喀则市定结县,https://news.ceic.ac.cn/CD20250114041456.html
3.3,2025-01-13 22:55:08,28.41,87.52,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CC20250113225509.html
3.0,2025-01-13 23:27:44,28.39,87.38,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250113232744.html
3.8,2025-01-13 23:19:06,28.45,87.53,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250113231907.html
3.1,2025-01-13 21:14:54,28.42,87.50,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250113211455.html
5.0,2025-01-13 20:58:20,28.45,87.52,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CC20250113205821.html
4.9,2025-01-13 20:57:36,28.42,87.50,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CC20250113205737.html
3.0,2025-01-13 20:17:04,28.71,87.45,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250113201704.html
3.7,2025-01-12 20:12:28,23.70,121.65,24,台湾花莲县海域,https://news.ceic.ac.cn/CC20250112201229.html
3.4,2025-01-12 17:54:00,28.67,87.47,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250112175401.html
3.1,2025-01-12 14:51:22,28.44,87.46,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250112145123.html
3.1,2025-01-12 08:00:04,28.75,87.38,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250112080005.html
4.3,2025-01-12 04:27:09,23.77,121.69,21,台湾花莲县海域,https://news.ceic.ac.cn/CD20250112042710.html
3.5,2025-01-12 02:51:04,34.33,83.35,10,西藏阿里地区改则县,https://news.ceic.ac.cn/CD20250112025104.html
3.1,2025-01-12 01:27:26,28.48,87.49,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250112012726.html
3.1,2025-01-10 21:46:17,28.69,87.51,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250110214618.html
3.0,2025-01-10 07:19:04,28.89,87.49,10,西藏日喀则市拉孜县,https://news.ceic.ac.cn/CD20250110071904.html
3.6,2025-01-10 06:58:02,28.38,87.52,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250110065802.html
3.1,2025-01-10 04:49:50,33.14,86.86,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CC20250110044951.html
3.5,2025-01-10 01:56:17,28.46,87.48,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250110015618.html
3.0,2025-01-09 17:18:44,28.86,87.46,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250109171845.html
3.8,2025-01-09 15:28:43,28.45,87.47,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250109152843.html
4.0,2025-01-09 08:34:19,32.62,88.52,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CC20250109083420.html
3.1,2025-01-09 04:17:16,32.26,93.13,10,西藏那曲市巴青县,https://news.ceic.ac.cn/CD20250109041717.html
3.0,2025-01-08 15:08:52,28.87,87.52,10,西藏日喀则市拉孜县,https://news.ceic.ac.cn/CD20250108150852.html
4.0,2025-01-08 11:51:20,28.42,87.44,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250108115120.html
3.7,2025-01-08 09:43:41,28.44,87.46,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250108094341.html
3.1,2025-01-08 09:28:08,28.39,87.40,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250108092808.html
3.0,2025-01-08 08:41:19,28.51,87.51,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250108084119.html
3.1,2025-01-08 08:08:19,28.77,87.46,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250108080820.html
3.8,2025-01-08 03:52:51,28.82,87.55,10,西藏日喀则市拉孜县,https://news.ceic.ac.cn/CD20250108035252.html
3.0,2025-01-08 01:36:00,28.88,87.47,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250108013601.html
3.0,2025-01-07 23:37:22,28.40,87.45,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250107233723.html
3.2,2025-01-07 23:22:32,28.45,87.50,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250107232233.html
3.3,2025-01-07 23:06:31,28.87,87.49,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250107230631.html
3.1,2025-01-07 22:04:10,28.67,87.37,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250107220410.html
3.6,2025-01-07 21:29:34,28.68,87.41,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250107212934.html
3.1,2025-01-07 21:07:39,28.84,87.55,10,西藏日喀则市拉孜县,https://news.ceic.ac.cn/CD20250107210739.html
3.9,2025-01-07 15:54:08,28.46,87.49,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250107155409.html
3.1,2025-01-07 15:36:57,29.62,102.03,10,四川甘孜州泸定县,https://news.ceic.ac.cn/CC20250107153657.html
3.2,2025-01-07 15:04:31,28.64,87.48,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250107150431.html
3.9,2025-01-07 13:57:14,28.78,87.50,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250107135715.html
3.2,2025-01-07 11:52:42,28.90,87.46,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250107115243.html
3.5,2025-01-07 11:45:54,28.70,87.36,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250107114554.html
3.5,2025-01-07 11:41:11,28.91,87.43,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CC20250107114111.html
3.6,2025-01-07 11:27:31,28.97,87.51,10,西藏日喀则市拉孜县,https://news.ceic.ac.cn/CC20250107112732.html
3.7,2025-01-07 11:19:37,29.01,87.52,10,西藏日喀则市拉孜县,https://news.ceic.ac.cn/CC20250107111938.html
3.9,2025-01-07 10:34:49,28.40,87.44,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250107103449.html
4.6,2025-01-07 10:14:25,33.62,87.17,10,西藏那曲市双湖县,https://news.ceic.ac.cn/CD20250107101425.html
3.8,2025-01-07 10:27:40,28.51,87.47,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250107102741.html
3.0,2025-01-07 10:22:44,28.78,87.47,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250107102244.html
3.0,2025-01-07 10:04:08,28.86,87.52,10,西藏日喀则市拉孜县,https://news.ceic.ac.cn/CD20250107100408.html
3.4,2025-01-07 10:01:07,28.85,87.51,10,西藏日喀则市拉孜县,https://news.ceic.ac.cn/CD20250107100107.html
3.9,2025-01-07 09:59:48,28.93,87.49,10,西藏日喀则市拉孜县,https://news.ceic.ac.cn/CD20250107095949.html
3.0,2025-01-07 09:49:21,28.48,99.40,8,四川甘孜州得荣县,https://news.ceic.ac.cn/CD20250107094921.html
4.1,2025-01-07 09:43:48,28.22,87.63,10,西藏日喀则市定结县,https://news.ceic.ac.cn/CC20250107094349.html
4.2,2025-01-07 09:37:12,28.36,87.67,10,西藏日喀则市定结县,https://news.ceic.ac.cn/CC20250107093713.html
3.8,2025-01-07 09:31:57,28.77,87.50,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250107093157.html
4.4,2025-01-07 09:24:26,28.35,87.37,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CC20250107092426.html
6.8,2025-01-07 09:05:16,28.50,87.45,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CC20250107090516.html
3.3,2025-01-07 08:11:46,28.53,87.42,10,西藏日喀则市定日县,https://news.ceic.ac.cn/CD20250107081146.html
4.6,2025-01-06 23:26:48,33.40,87.05,10,西藏那曲市尼玛县,https://news.ceic.ac.cn/CC20250106232648.html
3.2,2025-01-06 00:51:18,29.82,92.25,10,西藏拉萨市墨竹工卡县,https://news.ceic.ac.cn/CC20250106005119.html
3.0,2025-01-04 06:45:57,29.52,101.88,8,四川甘孜州康定市,https://news.ceic.ac.cn/CD20250104064557.html
3.3,2025-01-02 11:41:48,29.56,104.04,15,四川乐山市井研县,https://news.ceic.ac.cn/CD20250102114148.html
