参数1_文本,书名,章节名称
阿爷看向叶无坷：“可没株连，谁敢赌呢？外边的人心，从来都不好猜，哪天皇帝想起来你爹的事一个不开心，株连谁还不是一句话？”,天下长宁,第四章上上签下下签
叶无坷点了点头。,天下长宁,第四章上上签下下签
阿爷道：“你哥出村是上上签，你是中上签，我想着，大概是天意了，我和你哥说过，出去不准提那个名字，你想出去也一样，永远不许提......”,天下长宁,第四章上上签下下签
他轻声说了一个名字，叶无坷深深的把这个名字刻在心里。,天下长宁,第四章上上签下下签
阿爷抽了一口烟袋，又吐出一口浓烟。,天下长宁,第四章上上签下下签
“你哥对我心里有点怨恨，总觉得是我偏心你多些，我一直都知道，但我从没说过啥，那孩子心思重，我说了啥他都压心里......”,天下长宁,第四章上上签下下签
阿爷看着叶无坷的眼睛说道：“他一心想出去，那就随他，大概是因为你娘说他该扶摇你该无坷，可我和你娘想的不一样，都是一样的娃儿，凭啥谁就该多委屈些？姜头啊......你哥若真的该命里扶摇，你就在暗中守着他，保他，保你自己，都无坷。”,天下长宁,第四章上上签下下签
叶无坷深吸一口气，十六岁的少年心里第二次有了山一样的责任感。,天下长宁,第四章上上签下下签
第一次，是哥说让他照顾好阿爷。,天下长宁,第四章上上签下下签
可少年并没有想到，阿爷也没告诉他，就像有些话不和他哥说一样，都是一样的娃儿，凭啥有一个就注定要平庸？,天下长宁,第四章上上签下下签
阿爷揉了揉叶无坷的脑袋：“其实你命该更好些才对，你从来不争......傻乎乎的天天就知道笑，唉，那泥人真该早点拆了，拆了你哥就会晚几年走。”,天下长宁,第四章上上签下下签
他眼神越发迷离。,天下长宁,第四章上上签下下签
“哪想到会有人从长安来，哪想到那妮子会一直盯着泥人看。”,天下长宁,第四章上上签下下签
叶无坷低着头说道：“阿爷知道那是娘的念想，所以一直不拆。”,天下长宁,第四章上上签下下签
阿爷瞥了他一眼，然后摇头叹道：“你果然还是傻乎乎，那泥人在村子风水口上，我不拆，村子里的人为啥都不拆？”,天下长宁,第四章上上签下下签
叶无坷心里触动了一下，少年心事果然还是太简单了些。,天下长宁,第四章上上签下下签
阿爷起身道：“别急着出村，我多给你准备些东西......至于照顾我，我用你们照顾？”,天下长宁,第四章上上签下下签
叶无坷因为阿爷的这些话想了很多很多，然后才发现从小到大这村子里的很多事其实都是自己忽略了。,天下长宁,第四章上上签下下签
阿爷去收拾东西，小狼崽子在外边嗷呜嗷呜叫着。,天下长宁,第四章上上签下下签
叶无坷看了看手中三个龟壳，想起来阿爷说的那个妮子，于是心中默念虽不知道你叫什么但人对了就成，然后抛了出去。,天下长宁,第四章上上签下下签
下下签。,天下长宁,第四章上上签下下签
少年心说这果然不准，于是执拗的连抛三次。,天下长宁,第四章上上签下下签
。。。。。。,天下长宁,第四章上上签下下签
「是加入书架还是说爱我，怎么选？】,天下长宁,第四章上上签下下签
「是加入书架还是说爱我，怎么选？】,天下长宁,第五章人见人爱
老猎户看到孙子蹲在门口看着三块肚皮朝上的龟甲怔怔出神，他就知道这个小家伙要做出个很大很大的决定。,天下长宁,第五章人见人爱
叶无坷抬头看着阿爷喃喃道：“我哥都是上上签，她为何就是下下签，明明都在一起.......”,天下长宁,第五章人见人爱
老猎户道：“你放心不下的不只是下下签的那个丫头，连上上签的你哥你也放心不下。”,天下长宁,第五章人见人爱
他太了解自己这个小孙子。,天下长宁,第五章人见人爱
“你七岁那年我去镇上请郎中，给你娘看过后开了个方子，他照方抓药见家里日子清苦连钱都没收，吃了那药你娘身子确实好了些，你就觉得那郎中是好人，从那年开始你每年都要拎着东西去看郎中两次，一次中秋一次过年，从这到镇上走四十几里山路，你没断过。”,天下长宁,第五章人见人爱
老猎户一边说着，一边取了把颜色奇怪的小猎刀出来，竟是能把银子切开，分成了一堆小块。,天下长宁,第五章人见人爱
“你九岁的时候掉进冰窟里是大奎二奎把你捞上来，从那年开始大奎家里有什么活儿你都去帮忙，逢年初一第一个去磕头拜年的也是你，去年大奎娘生病，大奎兄弟和他爹都进山了，你连拖带拽的用雪拍子拉着大奎娘走四十几里去镇上看郎中，救回她一条命后，你比大奎他们笑的都开心。”,天下长宁,第五章人见人爱
老猎户把装了碎银子的荷包递给叶无坷：“身上带着些银子但别轻易漏出来。”,天下长宁,第五章人见人爱
老猎户在门槛上坐下来，手放在叶无坷的头顶轻轻地抚摸着。,天下长宁,第五章人见人爱
“这些事没人教过你，你自己心里都懂，你哥七岁的时候看破我如何卜卦的道理，你七岁的时候明白别人对你好你就一定要对别人更好的道理。”,天下长宁,第五章人见人爱
他点上烟斗，眼神迷离。,天下长宁,第五章人见人爱
“那个小丫头答应了给你哥找前程，你把熊皮袄都送出去了还觉得是你欠着人家的，事事处处想以好心报好心，累......”,天下长宁,第五章人见人爱
他说完这番话拿起那把小猎刀，一尺来长，是那年老猎户从山上捡到一块奇怪的石头后一点一点打磨出来的。,天下长宁,第五章人见人爱
“龟甲卜卦这东西你哥不信是真不信，你说不信可你又觉得宁可信其有不可信其无......去看看也好，心里踏实。”,天下长宁,第五章人见人爱
老猎户把小猎刀递给叶无坷：“阿爷就一句交代......对别人好别搭上命，活着就能对更多人好。”,天下长宁,第五章人见人爱
叶无坷接过小猎刀后起身朝着阿爷笑：“说的好像我不回来似的，我就去看看，人好着呢我就回来，人不好......我安顿好也回来。”,天下长宁,第五章人见人爱
老猎户嗯了一声后说道：“若需要帮手，喊上大奎。”,天下长宁,第五章人见人爱
叶无坷摇头道：“不喊。”,天下长宁,第五章人见人爱
少年也有少年才有的执拗，年长者善有的审时度势在这执拗里分毫不见。,天下长宁,第五章人见人爱
长者可能也只是简单的觉得此去有凶险最好带上帮手，叶无坷只是简单的觉得此去有凶险最好谁也不带。,天下长宁,第五章人见人爱
他用了半天的时间又搓又接的弄了一条长长的绳索，约莫着够用了之后就出门而去。,天下长宁,第五章人见人爱
土坡上二奎拿着个又硬又冰的萝卜咯嘣咯嘣啃着，见叶无坷出来二奎立刻就大声喊起来：“二傻真要走！”,天下长宁,第五章人见人爱
二奎不聪明，大奎也不聪明，只是因为大奎回家后跟老娘说二傻没准要走，那位不认识一个字的村野大娘就给自己儿子下了死命令。,天下长宁,第五章人见人爱
“换班去盯着，不能让那孩子一个人出山。”,天下长宁,第五章人见人爱
大病一场后身子骨还没完全恢复的大奎娘，一只手拄着拐一只手拎着个布包快步出门，走的急也走的颤，生怕自己晚一点就让那傻孩子跑掉。,天下长宁,第五章人见人爱
“姜头。”,天下长宁,第五章人见人爱
大奎娘将布包递给叶无坷：“刚蒸好的枣儿窝头带上，不管你去哪儿娘不拦你，但你得听娘的，让你大奎哥二奎哥跟着你。”,天下长宁,第五章人见人爱
叶无坷接过枣儿窝头就笑着回应：“娘，不用，我就进山一趟很快回来。”,天下长宁,第五章人见人爱
大奎娘眼睛微红：“跟娘也说瞎话？”,天下长宁,第五章人见人爱
叶无坷无言以对。,天下长宁,第五章人见人爱
大奎娘说：“出山就出山，我听说世道不一样了，没了兵荒马乱，太平着呢......可娘还是得交代你几句，大奎二奎力气大有事你让他们干，他们也只有一把子力气。”,天下长宁,第五章人见人爱
叶无坷还没回话，大奎娘看向两个儿子大声说道：“看好了你们弟弟，你们俩累死了别累着他，出力气的事都得你俩来，他若受了委屈，你们俩把他带回来，你们俩别犯莽也别让他莽，带回村，天大的事回村说。”,天下长宁,第五章人见人爱
大奎点头：“我记住了娘。”,天下长宁,第五章人见人爱
二奎也点头：“大奎记住了娘。”,天下长宁,第五章人见人爱
老太太郑重的又问了一遍：“能记住吗？”,天下长宁,第五章人见人爱
大奎也再次点头：“能！”,天下长宁,第五章人见人爱
二奎仔细斟酌了一下自己的脑子后觉得可能有点悬，但他还是使劲儿点头：“大奎能！”,天下长宁,第五章人见人爱
“去吧。”,天下长宁,第五章人见人爱
老太太拄着拐往回走：“不用惦记着你阿爷，咱家里人口多着呢，没有哪个敢不孝顺，还有啊姜头，你要是敢甩开大奎二奎自己跑以后别认我，我死不见你。”,天下长宁,第五章人见人爱
叶无坷使劲儿喊了一声记住了，然后大步向着大慈悲山走去。,天下长宁,第五章人见人爱
没走两步，大奎一把将他肩膀上沉重的绳索拿过来，叶无坷刚要说不用，大奎一瞪眼：“娘的话你敢不听？”,天下长宁,第五章人见人爱
二奎拿了两把猎叉后一边走一边问：“二傻，咱们去哪儿？”,天下长宁,第五章人见人爱
大奎一巴掌扇在二奎后脑勺上：“叫妹夫！”,天下长宁,第五章人见人爱
二奎揉着后脑勺：“为啥？”,天下长宁,第五章人见人爱
大奎无比认真的说道：“我和二傻说好了，不管他娶不娶大妹二妹他都是咱妹夫。”,天下长宁,第五章人见人爱
二奎想了想觉得好像没道理，可是......很开心啊。,天下长宁,第五章人见人爱
他哈哈笑：“妹夫！”,天下长宁,第五章人见人爱
然后他问：“那你跟娘说了吗？”,天下长宁,第五章人见人爱
大奎：“没说，回来再说。”,天下长宁,第五章人见人爱
二奎又问：“和大妹二妹说了吗？”,天下长宁,第五章人见人爱
大奎：“关她们屁事？”,天下长宁,第五章人见人爱
二奎想着应该是关她们的事吧，但大哥比他聪明，大哥说不关，那就肯定是不关了，毕竟大哥最聪明。,天下长宁,第五章人见人爱
三个人一边走一边聊，叶无坷把要去干什么很仔细的和大奎二奎说了一遍，但显然大奎二奎并不是真的关心他要去干什么，他们只关心他们一定得跟着。,天下长宁,第五章人见人爱
叶无坷说可能会打架，大奎说那你就看着就得了，你会打个屁的架，你那身子板细长的跟个黄鼠狼子似的。,天下长宁,第五章人见人爱
二奎说打架你就看大奎的，咱家里从我二奎到七奎哪个不是大奎揍大的！,天下长宁,第五章人见人爱
三个人上山比上次叶无坷带着高清澄上山速度要快的多，甚至在夜里都轻车熟路一样。,天下长宁,第五章人见人爱
叶无坷带着高清澄上山的时候住了一晚，只是因为夜里走山路他不怕但高清澄那些人可能会摔死几个。,天下长宁,第五章人见人爱
但是到了山顶就不能急着下山，仨人找地方眯了半宿后起身，煮了雪水化开冻的梆硬的枣儿窝头喝粥一样吃了，恢复力气才到悬崖边做准备。,天下长宁,第五章人见人爱
悬崖横松上的绳索还在，他们只需要下到横松上即可。,天下长宁,第五章人见人爱
大奎吩咐二奎先下去，到了横松上接着叶无坷，而他在最后边，他觉得这样对二傻最安全。,天下长宁,第五章人见人爱
二奎没有丝毫犹豫，绑好绳子就要下去，结果叶无坷比他灵活的多，直接就滑了下去把那兄弟俩吓得嗷嗷叫。,天下长宁,第五章人见人爱
到了下边大奎就把叶无坷骂了一顿，还说再不听话就不让他当妹夫了。,天下长宁,第五章人见人爱
二奎觉得，大哥不该用这么重的话吓唬妹夫。,天下长宁,第五章人见人爱
大慈悲山和小慈悲山中间是一条宽好几里的山谷，基本上没人来过，雪很厚，温度比山顶上还冷。,天下长宁,第五章人见人爱
二奎望了望远处后问往哪儿走，叶无坷仔细辨认了一下，经过风雪，依稀还能看到些脚印。,天下长宁,第五章人见人爱
他把翻毛帽子压了压：“跟我走。”,天下长宁,第五章人见人爱
山谷里的脚印还在，但进了小慈悲山之后脚印就消失不见了，这边的风雪更大，而且叶无坷相信他哥一定处理过。,天下长宁,第五章人见人爱
走了一天之后才到小慈悲山另一侧，大奎和二奎一路都在问是不是和叶扶摇走的不同路，叶无坷执拗坚持，谁能想到在走了一天后真就被叶无坷又找到了痕迹。,天下长宁,第五章人见人爱
十几个人的队伍总会有人不小心，陆吾他们看着厉害但缺少经验。,天下长宁,第五章人见人爱
叶无坷从痕迹判断他哥应该是一直沿着山脚走，他看了一眼远处在林子里若隐若现的村子若有所思。,天下长宁,第五章人见人爱
“肯定是大傻告诉过他怎么走！”,天下长宁,第五章人见人爱
二奎笃定了说了一句。,天下长宁,第五章人见人爱
大奎则看向叶无坷问道：“妹夫，咱们现在还怎么走？”,天下长宁,第五章人见人爱
叶无坷蹲在那个小山坡上看着村子发了好一会儿呆，然后回身对大奎二奎说道：“我去探路，你们俩就在这等我哪里都不要去。”,天下长宁,第五章人见人爱
大奎摇头：“那不行，娘让我们跟着你。”,天下长宁,第五章人见人爱
叶无坷道：“要么你们在这等我，要么你们爱找谁当妹夫找谁当妹夫去。”,天下长宁,第五章人见人爱
大奎看向二奎，二奎说：“别人当妹夫我不乐意。”,天下长宁,第五章人见人爱
大奎道：“那娘说的话呢。”,天下长宁,第五章人见人爱
二奎：“咱不告诉娘。”,天下长宁,第五章人见人爱
大奎看向叶无坷，一脸担心叶无坷回去之后就会告密的表情。,天下长宁,第五章人见人爱
叶无坷立刻就发誓道：“回去后谁告诉娘谁是傻狍子。”,天下长宁,第五章人见人爱
大奎点了点头：“那行吧妹夫，我们就等你会儿。”,天下长宁,第五章人见人爱
叶无坷随即笑起来，也不隐藏行迹，直接朝着村子那边过去，这把大奎和二奎看的两脸茫然。,天下长宁,第五章人见人爱
他俩以为叶无坷回去偷个人出来问路，左等不见人右等不见人，就在大奎已经按捺不住的时候，却见叶无坷从村子里出来了。,天下长宁,第五章人见人爱
非但他出来了，还有几个人送他，其中有个看起来头发花白的老太太，一路拉着叶无坷的手说话，不知道为什么，就显得那么亲密。,天下长宁,第五章人见人爱
那老太太稀罕叶无坷的样子就好像无事村里的吴奶奶，俩人坐在干草堆上晒着太阳拉着手说话能说上整整半天。,天下长宁,第五章人见人爱
吴奶奶从三十几岁就开始守寡且没有子嗣，她对村子里的孩子们格外好。,天下长宁,第五章人见人爱
远远的也能看得出来，那位渤海国小山村里的老奶奶真是把才刚认识的小家伙当亲人了。,天下长宁,第五章人见人爱
大奎满脸都是疑惑：“难道妹夫认识那村里的人？”,天下长宁,第五章人见人爱
二奎此时倒是一脸理所当然：“老太太们都喜欢妹夫。”,天下长宁,第五章人见人爱
没多久叶无坷就回来了，和那位老奶奶还有个四十来岁的大叔一起回来的。,天下长宁,第五章人见人爱
叶无坷回来后就笑呵呵的用渤海话介绍：“这两位是派给我的护卫，都不爱说话，战场上下来的，本事很大。”,天下长宁,第五章人见人爱
大奎二奎本来就长的凶，那位渤海大叔一听说还是战场上下来的连忙陪着笑脸客气了几句，时不时偷看一眼，明显怕他俩。,天下长宁,第五章人见人爱
叶无坷道：“这位是姜奶奶，这位是崔叔儿，他们帮我们办事。”,天下长宁,第五章人见人爱
连大奎看的出来，这个崔叔儿看叶无坷的眼神里满是敬畏。,天下长宁,第五章人见人爱
叶无坷看向那位姜奶奶一脸真诚和期待的说道：“姜奶奶，都靠你了。”,天下长宁,第五章人见人爱
这位姜奶奶一脸慈祥的说道：“放心吧，你交代的事，我看谁敢不出力！”,天下长宁,第五章人见人爱
她这慈爱表情让大奎心里满是担忧，他真想问问这老太太家里有没有孙女，如果有，那得把妹夫看紧点！,天下长宁,第五章人见人爱
她这慈爱表情让大奎心里满是担忧，他真想问问这老太太家里有没有孙女，如果有，那得把妹夫看紧点！,天下长宁,第六章三选一
这要是换做其他人跟着叶无坷，一定会想尽办法问清楚到底是怎么回事。,天下长宁,第六章三选一
为什么这无亲无故的渤海国村野老太太会指挥全村百姓去做事，全村百姓还没有一个推诿的，全都打了鸡血一样，干劲十足。,天下长宁,第六章三选一
二奎就觉得这很正常，哪个老太太不喜欢叶无坷？,天下长宁,第六章三选一
大奎本来觉得有点不正常，可连二奎都觉得正常大奎没敢说不正常，他怕让二奎看出来，他其实不比二奎聪明。,天下长宁,第六章三选一
他们三个就在这个小山村里住了下来，非但有热炕热水这群渤海人还会想尽办法给他们做点好吃的。,天下长宁,第六章三选一
而叶无坷对大奎和二奎就一个要求......别说话，就装作冷漠无情就够了。,天下长宁,第六章三选一
因为紧邻着渤海国，所以大奎二奎从小就知道渤海人其实不是什么好东西。,天下长宁,第六章三选一
大宁立国之前渤海人就曾大举入侵兖州，但最终入关的数十万渤海兵都变成了东北沃土的一部分。,天下长宁,第六章三选一
所以妹夫把渤海人指挥的团团转，大奎二奎都觉得很厉害。,天下长宁,第六章三选一
也是因为紧邻着渤海，所以大家多多少少都会一些渤海话，大奎二奎不怎么会，叶无坷精通，整天和那些渤海人叽里咕噜的说事情。,天下长宁,第六章三选一
日子就这样一天一天过去，大奎二奎都觉得叶无坷好像忘了他们是要找叶扶摇的事，但他俩都憋着不问，因为叶无坷让他俩别说话。,天下长宁,第六章三选一
只是，每天来往这个小山村的人越来越多，还都神神秘秘的，且每个人脸上都有一种正在进行某种神圣事业的自豪感和舍我其谁的责任感。,天下长宁,第六章三选一
叶无坷每天就在那个很大的土炕上接待来自四面八方的渤海人，然后在纸上不停的写写画画。,天下长宁,第六章三选一
那些渤海人会认真的指正他哪里画的不太对，而那位姜奶奶则始终像是看着自己乖孙子一样满目慈祥的看着他。,天下长宁,第六章三选一
她家里没有孙女让大奎放心了，可大奎总觉得老太太孙媳妇看叶无坷的眼神里都能拉丝。,天下长宁,第六章三选一
到了夜深人静的时候，叶无坷才会站在窗口看着远方发呆，也只有在这个时候，他的眉宇之间才会出现淡淡的担忧。,天下长宁,第六章三选一
渤海国其实没多大，从小慈悲山再往东边走上不到一百五十里就是渤海都城仙土。,天下长宁,第六章三选一
而此时东韩的军队已经围困仙土城半月有余，猛攻之下这座并不算多坚固的都城摇摇欲坠。,天下长宁,第六章三选一
后半夜的时候，一支渤海军打开了仙土城的北城门开始疯狂反攻。,天下长宁,第六章三选一
东韩大将尹穗猜测是渤海国君要突围逃走，于是调集重兵围堵，北城之外，很快就变成了一片火把的海洋。,天下长宁,第六章三选一
一个时辰之后，一支百十人的队伍从仙土城的南边用吊篮下来，全都穿着黑衣，趁着这难得的机会往西边狂奔。,天下长宁,第六章三选一
一直跑到天亮之后他们进了山，藏在林子里喘口气。,天下长宁,第六章三选一
林子边缘处，器叔往四周看了看后吩咐陆吾亲自带人在暗处戒备，他收集了一些还算干净的积雪，准备回到林子深处给高清澄烧些热水喝。,天下长宁,第六章三选一
渤海这边气候更冷，从小体寒的高清澄在这种地方每一息都可算是煎熬。,天下长宁,第六章三选一
可才捡了些干柴的器叔还没来得及堆起来，就被叶扶摇一脚踢开。,天下长宁,第六章三选一
器叔皱眉。,天下长宁,第六章三选一
叶扶摇一个字都没说，只是那么看着他，良久后，其实知道这样做容易暴露的器叔选择了妥协。,天下长宁,第六章三选一
“器叔，没事。”,天下长宁,第六章三选一
高清澄看起来倒也还好，因为她身上还有那件凛冽北风都无可奈何的熊皮袄。,天下长宁,第六章三选一
那个原本狰狞的巨大熊头，在她身上都显得可爱了几分。,天下长宁,第六章三选一
器叔嗯了一声后问高清澄：“能不能撑得住？”,天下长宁,第六章三选一
高清澄拍了拍熊皮袄昂着下巴说：“风，打不透。”,天下长宁,第六章三选一
说到这话器叔就想起来那个话痨少年，那个小家伙和器叔身边这个沉默寡言的叶扶摇就不像是一家人。,天下长宁,第六章三选一
可就在这时候叶扶摇看到渤海国君权在相休息的地方，竟是有人点起火堆。,天下长宁,第六章三选一
叶扶摇转身朝着那边过去，器叔犹豫片刻最终还是选择留在高清澄身边。,天下长宁,第六章三选一
没多久，就听到渤海国军那边传来一阵骂声。,天下长宁,第六章三选一
大概意思是国君快要冻死了想点火取暖怎么了，你这个宁人难道还敢给国君下命令之类的话。,天下长宁,第六章三选一
器叔摇了摇头心说渤海国君蠢成这样亡国也就说得过去了，可想到自己刚才也差一点点火所以话就憋了回去。,天下长宁,第六章三选一
叶扶摇面无表情的站在那，渤海国那个侍卫长朝着他大吼大叫，换做别人可能会忍上片刻，叶扶摇则直接把侍卫长拎起来当灭火器用来回摔打灭了那堆火。,天下长宁,第六章三选一
一群侍卫冲上来想要动手，那烧的灰头土脸的侍卫长爬起来抽刀在手。,天下长宁,第六章三选一
下一息，侍卫长的刀就抹断了侍卫长的脖子。,天下长宁,第六章三选一
叶扶摇扫了一眼那些侍卫，眼神没有任何威胁的意味可就是让这群渤海人不寒而栗。,天下长宁,第六章三选一
渤海国君权在相本来也要发火，在看到侍卫长脖子喷着血倒下去后选择了闭嘴。,天下长宁,第六章三选一
叶扶摇没有离开太远，而是拿着那把带血的刀就在能看到他们的地方盘膝而坐。,天下长宁,第六章三选一
距离能让那些渤海人稍微踏实些，可叶扶摇只是又往他们这边扫了一眼，渤海国君下意识往后挪了挪，权在相的长子权恒也跟着挪了挪。,天下长宁,第六章三选一
次子权结手里拿着个脏兮兮的布偶，时不时发出莫名其妙的笑声，完全不在乎刚才发生了什么，好像那布娃娃才是他最离不开的人。,天下长宁,第六章三选一
渤海人都听闻过，太子权恒年少便有聪明过人的名声，而二皇子权结自幼愚笨，据说到七八岁还不能把话说利索。,天下长宁,第六章三选一
静坐了片刻后太子权恒见那冷面家伙离得不近，于是压低声音用渤海话说道：“还没到宁国便受此羞辱，贼子敢在父皇面前杀侍卫长，若到了宁国，还不是如坐牢一般随便任人摆布！”,天下长宁,第六章三选一
权在相立刻瞪了他一眼，权恒又道：“此人是个哑巴，儿臣之前便已试探过了，再说，距离这般远他也听不见。”,天下长宁,第六章三选一
权在相道：“那也不许再胡言乱语。”,天下长宁,第六章三选一
权恒叹了口气，声音极轻的自言自语道：“都是因为听信了韩元载的那些蠢话父皇才会想着与宁人结盟，若早些听儿臣的把权结送去黑武做质子不就好了？这几个人来仙土城儿臣也一再劝阻父皇，父皇只是不听......”,天下长宁,第六章三选一
他看了看权在相，权在相脸色复杂，再看看那个冷面家伙，那家伙竟在闭目养神。,天下长宁,第六章三选一
良久后，权在相轻叹道：“无论如何现在也别无选择，我们还要到长安去求见宁帝，只希望他不要言而无信，能得宁军杀回渤海才最重要。”,天下长宁,第六章三选一
权恒眯着眼睛说道：“还请父皇明鉴，宁人多半是不可深信，就算是借了宁军复国......复国之后该如何应对还需三思。”,天下长宁,第六章三选一
权在相道：“现在不是说这个的时候，必须先借了宁军再说其他。”,天下长宁,第六章三选一
权恒道：“我只怕那宁帝心思深沉，未必对我们放心，若他将我们扣留在长安只是派兵出征，却不准我们回渤海......”,天下长宁,第六章三选一
权在相忽然想到了什么，侧头看了看次子权结。,天下长宁,第六章三选一
“你刚才说，你曾向我谏言什么来着？”,天下长宁,第六章三选一
“什么？”,天下长宁,第六章三选一
“就是你说当初为了取信于黑武，谏言什么来着？”,天下长宁,第六章三选一
“把权结送去黑武啊。”,天下长宁,第六章三选一
说到这权恒眼睛忽然一亮，他看向那个拿着个布偶傻笑的弟弟。,天下长宁,第六章三选一
“倒是忘了我这好弟弟。”,天下长宁,第六章三选一
权恒坐到权结身边，捏着权结的脸笑问：“大哥带你去个好玩的地方，到了之后你自己留下来玩没人打扰，想玩多久就玩多久，怎么样？”,天下长宁,第六章三选一
权结连连往后缩：“疼......大哥，脸疼。”,天下长宁,第六章三选一
权恒松开手，权结脸上都被拧的红了一片。,天下长宁,第六章三选一
权在相道：“别欺负他，一想到要把他单独留在宁人那边，作为父亲，我心中着实有些难过。”,天下长宁,第六章三选一
权恒笑道：“宁人定会善待我这好弟弟......”,天下长宁,第六章三选一
说着话的时候，又在权结脸上狠狠拧了一下。,天下长宁,第六章三选一
就在这时候，他们见那个冷面家伙忽然起身便不敢再说什么，好在是那冷面家伙是朝着宁人队伍过去，权在相等人全都下意识松了口气。,天下长宁,第六章三选一
叶扶摇面无表情的走到高清澄身前，沉默片刻后开口问道：“若我能把你们要的人安全送到长安，你们可能放心我单独走？”,天下长宁,第六章三选一
高清澄立刻反应过来：“你是想兵分两路。”,天下长宁,第六章三选一
叶扶摇道：“贼有骑兵，想要追上咱们并非难事。”,天下长宁,第六章三选一
高清澄思考片刻后点头道：“如此也好，你带一个单独走，我们带着其他人一起走，无论如何，也要保证有一个送去长安。”,天下长宁,第六章三选一
叶扶摇点头，连个好字都懒得说，他转身就走，就听到身后高清澄问道：“你要带哪个？”,天下长宁,第六章三选一
叶扶摇一边走一边说道：“二皇子。”,天下长宁,第六章三选一
高清澄回答道：“也好。”,天下长宁,第六章三选一
她才回答了两个字，就见叶扶摇伸手把一名宁军身上挂着的连弩摘下来，脚步从容之间，抬手就是连发点射。,天下长宁,第六章三选一
距离比较近的几个渤海侍卫立刻就被放翻，个个都是命中咽喉。,天下长宁,第六章三选一
器叔看到这一幕眼神惊讶，因为他知道叶扶摇在出山之前根本就没见过连弩。,天下长宁,第六章三选一
只是在来的半路上，叶扶摇借了连弩仔细看了，器叔当时跟他说了一下连弩如何操作，叶扶摇听完后便把连弩还给了宁军士兵。,天下长宁,第六章三选一
宁军连弩能装填六支弩箭，叶扶摇抬手之际便有六名渤海侍卫倒地身死。,天下长宁,第六章三选一
等到渤海人反应过来叶扶摇迅速近身，刀如流芒又连杀数人，他跨步到了权在相面前，一刀就剁掉了权在相的头颅。,天下长宁,第六章三选一
下一息，叶扶摇追至权恒身后，左手探出去抓了权恒头发往后一拉，权恒倒地的瞬间叶扶摇一刀将他脖子剁开。,天下长宁,第六章三选一
连杀国君和太子之后，叶扶摇伸手抓了权结胸前衣服直接把人拎起来，权结却只是死死抱着个布偶不撒手。,天下长宁,第六章三选一
叶扶摇单手拎着权结，一脚将靠近的渤海侍卫踹出去丈许，第二个渤海侍卫才靠近被他左手捏住脖子来回一扭，侍卫倒下去的时候叶扶摇顺势接过他的佩刀。,天下长宁,第六章三选一
在众人惊诧注视下，叶扶摇带着那个傻子二皇子直接掠了出去，人如猎豹在山中腾挪，转瞬而已便没了踪迹。,天下长宁,第六章三选一
而此时，听到喊声的陆吾等人才刚刚赶到，这一幕，把陆吾等人吓的脸都白了。,天下长宁,第六章三选一
器叔沉默片刻伸手从身边战兵身上抽出横刀，身形一掠就冲进了剩下的渤海侍卫之中，若虎入羊群。,天下长宁,第六章三选一
没多久，数十名渤海侍卫就被屠戮了九成，剩下三四个跪在那吓得瑟瑟发抖。,天下长宁,第六章三选一
器叔拎着刀回来后看向高清澄：“得拿个主意。”,天下长宁,第六章三选一
高清澄缓了片刻后说道：“选两人换上权在相和权恒衣服，咱们往另一边走。”,天下长宁,第六章三选一
此时赶过来的陆吾等人才看到发生了什么，一个个都有些惊讶迷茫。,天下长宁,第六章三选一
高清澄话音才落，负责在外线戒备的人急匆匆跑回来：“骑兵，东韩骑兵！”,天下长宁,第六章三选一
一刻之后，掠出去二三里的叶扶摇将手中权结直接摔在地上，权结像是吓坏了的小狗一样蜷缩起来。,天下长宁,第六章三选一
“不必装了。”,天下长宁,第六章三选一
叶扶摇语气平淡的说道：“从现在开始你自己跑，我不想再浪费力气。”,天下长宁,第六章三选一
权结颤抖着的身子逐渐的平复下来，几息之后他起身整理了一下衣服，他右手始终拿着那个脏兮兮的布偶，只是神态和之前早已不同。,天下长宁,第六章三选一
叶扶摇声音清冷的说道：“那里边藏的短刃......进大宁后你最好扔了。”,天下长宁,第六章三选一
权结思考片刻，将那把匕首从布偶中取出来抛给叶扶摇：“送你了。”,天下长宁,第六章三选一
。。。。。。,天下长宁,第六章三选一
【是说爱我还是说爱我，怎么选？】,天下长宁,第六章三选一
【是说爱我还是说爱我，怎么选？】,天下长宁,第七章少年血性
太阳升起的那一刻，大奎和二奎站在村口看着远处高坡上负手而立的叶无坷，两人都有些错觉，妹夫今天好像是个大人了。,天下长宁,第七章少年血性
那高坡四周站着不少渤海村民，来自四面八方。,天下长宁,第七章少年血性
按照叶无坷的要求，这些村民分成了四队，每一队都任命了队正和队副，看起来在严阵以待着什么。,天下长宁,第七章少年血性
等人到齐后叶无坷用渤海话大声吩咐道：“风雪又起，大家多去准备红布，多折些树枝，我听闻宁军战旗为烈红颜色，咱们就假扮成宁军吓唬吓唬贼人。”,天下长宁,第七章少年血性
大奎和二奎都不懂叶无坷到底是要干啥，可是他们也都明白叶无坷能指挥这么多渤海人真是太厉害了。,天下长宁,第七章少年血性
最可怕的地方在于，那些渤海村民脸上都有一种难以理解的郑重和敬畏，仿佛叶无坷带着他们做的事，无比神圣，无比光辉。,天下长宁,第七章少年血性
而且每个人都是又紧张又期待，似乎辉煌前程就在眼前。,天下长宁,第七章少年血性
