参数1_文本,书名,章节名称
“不错啊，可以过上奢华日子了。”秦恒道。,星武纪元,第014章 全场沸腾
月薪7000，就算每个月大手大脚的花，也能攒下来不少。,星武纪元,第014章 全场沸腾
苏狂呵呵道：“比起你还是有差距的。你这小白脸，命是真好，我羡慕嫉妒也没用。”,星武纪元,第014章 全场沸腾
“那没办法，谁让我有人养呢。”秦恒笑了。,星武纪元,第014章 全场沸腾
以前苏狂叫他小白脸，那语气是酸溜溜，让人很想给他一拳。,星武纪元,第014章 全场沸腾
现在这话，倒是有点“心悦诚服”的意思，诚恳了许多，不那么讨人厌了。,星武纪元,第014章 全场沸腾
秦恒执笔，没有急着落下去。,星武纪元,第014章 全场沸腾
志愿填上就没有讨价还价的余地了，他还想争取一下高薪条件呢。,星武纪元,第014章 全场沸腾
事实证明，是金子就会有人抢着要。,星武纪元,第014章 全场沸腾
他屁股还没坐热，不远处的四大武馆招生导师就被赶走了，取而代之的，是那四位身份更高、权力更大的高层。,星武纪元,第014章 全场沸腾
老者汪剑鸣和另外三名负责人出现在不远处，朝着秦恒打手势。,星武纪元,第014章 全场沸腾
考场有规矩，四大武馆的人不能直接进入考点。,星武纪元,第014章 全场沸腾
但勾搭考生填志愿属于是“潜规则”，在远处比一比手势，政府不会制止。,星武纪元,第014章 全场沸腾
四大武馆的负责人在20米外比划，用文字或者手势表达心意。,星武纪元,第014章 全场沸腾
此刻，四大武馆负责人到位，开始对着秦恒“竞拍”。,星武纪元,第014章 全场沸腾
天道武馆财大气粗，最先开价。,星武纪元,第014章 全场沸腾
天道武馆，大胡子钟万山不知道从哪搞来了一个牌子，在上面写下一串数字：20000元/月。,星武纪元,第014章 全场沸腾
天道武馆，大胡子钟万山不知道从哪搞来了一个牌子，在上面写下一串数字：20000元/月。,星武纪元,第015章 竞拍秦恒
看到这个数，秦恒眼皮子一跳，心道：真他妈豪横！,星武纪元,第015章 竞拍秦恒
但是转念一想，去年初考800多公斤的那位天才都开出了20000的月薪，他这次高出了128公斤，还破了全市记录，同样给20000是不是有些瞧不起人呢？,星武纪元,第015章 竞拍秦恒
果然，其他武馆也是这么觉得的！,星武纪元,第015章 竞拍秦恒
去年20000月薪是最终“成交价”，代表其他武馆争不过或者不想争。,星武纪元,第015章 竞拍秦恒
但这一次，秦恒的价值比去年那位“韩良”更高，他们要争！,星武纪元,第015章 竞拍秦恒
龙神武馆的女高管沈碧清直接用纸牌写下25000月薪的字样。,星武纪元,第015章 竞拍秦恒
这可是传说中最“穷苦”的龙神武馆给的价！,星武纪元,第015章 竞拍秦恒
英雄武馆不甘示弱，负责人霍文竖起三根手指，表示愿意给到30000月薪！,星武纪元,第015章 竞拍秦恒
秦恒心动了。,星武纪元,第015章 竞拍秦恒
月薪三万元，这可不是开玩笑的啊！,星武纪元,第015章 竞拍秦恒
要是真的到手了，他直接就能带着爸妈和方凌雪搬到新城区租房子住。,星武纪元,第015章 竞拍秦恒
攒几个月的话，自己买一套都行！,星武纪元,第015章 竞拍秦恒
要知道，即使是真正的武者，进入荒野区狩猎赚钱，一次的收益通常也就三五万。,星武纪元,第015章 竞拍秦恒
而且去一趟荒野区，来回的时间至少半个月以上，危险系数不说，过程中还有战损、医疗、装备成本要计算。,星武纪元,第015章 竞拍秦恒
英雄武馆开出的条件，就连许多武者都会羡慕。,星武纪元,第015章 竞拍秦恒
但这还没结束！,星武纪元,第015章 竞拍秦恒
天道武馆财大气粗，怎么可能就这么收手？,星武纪元,第015章 竞拍秦恒
20000只是打个头阵而已，眼看英雄武馆开了高价，大胡子钟万山二话不说，擦掉第一个数字，改成了40000元/月。,星武纪元,第015章 竞拍秦恒
秦恒的心脏开始不争气的怦怦乱跳。,星武纪元,第015章 竞拍秦恒
坐他旁边的苏狂目瞪口呆：“我哩个乖乖，4万月薪，你要疯啊？”,星武纪元,第015章 竞拍秦恒
秦恒小声道：“我已经疯了……”,星武纪元,第015章 竞拍秦恒
他都不知道这么多钱该怎么花！,星武纪元,第015章 竞拍秦恒
但这还没完！！,星武纪元,第015章 竞拍秦恒
龙神武馆的女高层沈碧清，默默亮起了一个45000的数字。,星武纪元,第015章 竞拍秦恒
穷苦的龙神武馆也有下血本的时候！,星武纪元,第015章 竞拍秦恒
大胡子两眼一瞪，对沈碧清道：“沈家妹子，你们不是没钱吗，怎么这次这么舍得？”,星武纪元,第015章 竞拍秦恒
沈碧清回道：“这种难得一遇的奇才，就算贷款也要收下来。要是不出手，馆主会把我骂到狗血淋头的。”,星武纪元,第015章 竞拍秦恒
英雄武馆的霍文附和道：“就是就是，这次你天道武馆就别装什么财大气粗了，在真正的天才面前，我们的财力许可度不会比你们差。”,星武纪元,第015章 竞拍秦恒
竞价再次开始。,星武纪元,第015章 竞拍秦恒
英雄武馆：46000,星武纪元,第015章 竞拍秦恒
天道武馆：48000,星武纪元,第015章 竞拍秦恒
龙神武馆：50000,星武纪元,第015章 竞拍秦恒
英雄武馆：51000,星武纪元,第015章 竞拍秦恒
天道武馆：55000,星武纪元,第015章 竞拍秦恒
三家武馆疯了一样，开始疯狂抬价。,星武纪元,第015章 竞拍秦恒
秦恒和苏狂一脸呆滞的看着，附近的其他人也都看呆了，羡慕之意溢于言表。,星武纪元,第015章 竞拍秦恒
陈元不知何时也完成考核，来到两人身边填写志愿。,星武纪元,第015章 竞拍秦恒
看到不断攀升的数字，陈元不解道：“他们在干什么呢？这数字是什么意思？难道是年薪？”,星武纪元,第015章 竞拍秦恒
苏狂：“年薪？你小子能不能有出息一点？”,星武纪元,第015章 竞拍秦恒
“嘶！难道是季薪？”陈元瞪大眼睛。,星武纪元,第015章 竞拍秦恒
“土狗！”苏狂给了他一个鄙视的表情。,星武纪元,第015章 竞拍秦恒
三家武馆竞价已经来到65000了。,星武纪元,第015章 竞拍秦恒
而且他们好像快打起来了！,星武纪元,第015章 竞拍秦恒
大胡子钟万山瞪着眼睛，狠狠写下一个80000月薪的数字，对两位竞争者道：“别争了，再争下去你们会破产的！”,星武纪元,第015章 竞拍秦恒
“我靠你来真的？”英雄武馆的霍文一看对方加价这么狠，当即大手一张……两根手指交叉，比了个“十”字。,星武纪元,第015章 竞拍秦恒
意思……月薪十万！,星武纪元,第015章 竞拍秦恒
秦恒口干舌燥。,星武纪元,第015章 竞拍秦恒
钟万山拿橡皮擦了擦纸面，换了个新的数字：12万。,星武纪元,第015章 竞拍秦恒
龙神武馆的沈碧清快顶不住了，把求助的目光看向战神武馆汪剑鸣，小声道：“汪老，要不您出手吧？不能让天道武馆把所有人才都吸走啊，这样下去他们会一家独大的。”,星武纪元,第015章 竞拍秦恒
汪剑鸣从头到尾没有过一点表现。,星武纪元,第015章 竞拍秦恒
不是他不在乎天才，而是作为大宗师，他不会像另外三个负责人一样频繁开价竞争。,星武纪元,第015章 竞拍秦恒
作为强者，要么不出手，要么就是一击定胜负！,星武纪元,第015章 竞拍秦恒
汪剑鸣看三人的竞价差不多到了尾声，缓缓开口：“你们……”,星武纪元,第015章 竞拍秦恒
“叔公！”,星武纪元,第015章 竞拍秦恒
这时，汪鹏走了过来。,星武纪元,第015章 竞拍秦恒
“小鹏，你怎么来了？”汪剑鸣看向他。,星武纪元,第015章 竞拍秦恒
汪鹏看了看另外三位负责人，又看了看秦恒，小声说道：“这个秦恒我认识，以前实力一直不怎么样，最近实力突飞猛进很不合理。我怀疑他……有可能是吃了神药！”,星武纪元,第015章 竞拍秦恒
“神药？他一个贫民区的孩子，哪来的神药？”,星武纪元,第015章 竞拍秦恒
四大负责人都皱起眉头表示不信。,星武纪元,第015章 竞拍秦恒
汪鹏：“不然还能是什么？你们没看他资料吗，修炼《先天胎息功》才两天而已，怎么可能一下子从500公斤左右暴增到928公斤？”,星武纪元,第015章 竞拍秦恒
“这……”,星武纪元,第015章 竞拍秦恒
汪剑鸣面露沉思之色。,星武纪元,第015章 竞拍秦恒
修炼《先天胎息功》，第一周的反应会很明显，通常可以提升20-50公斤的拳力，而后效果逐渐减弱，变成每天提升0.5-1公斤左右。,星武纪元,第015章 竞拍秦恒
个别天才，可以在第一周就飞速提升100公斤甚至150公斤。,星武纪元,第015章 竞拍秦恒
但秦恒这种情况……前所未有！,星武纪元,第015章 竞拍秦恒
可以说是闻所未闻，破天荒的头一例！,星武纪元,第015章 竞拍秦恒
沈碧清若有所思：“的确是夸张了些。我要是没记错的话，《先天胎息功》的纪录是第一次修炼提高66公斤，修炼一周达到845公斤。”,星武纪元,第015章 竞拍秦恒
“对，那个人就是现在的晋升速度保持者，京都大宗师陈耀。”霍文点头道。,星武纪元,第015章 竞拍秦恒
《先天胎息功》是最近15年才创造、总结出来的功法，以前没有这个东西。,星武纪元,第015章 竞拍秦恒
所以修炼它的人，最强者目前也只是大宗师，还没有武神出现。,星武纪元,第015章 竞拍秦恒
汪鹏继续说道：“贫民区的人虽然没什么机会接触神药，但世事无绝对，万一秦恒的住处附近刚好有天然神药诞生呢？”,星武纪元,第015章 竞拍秦恒
汪剑鸣点头道：“这倒是有可能。三十年前，我就是因为一株天然神药才突破大宗师境界的，否则早已经死在兽潮之中。”,星武纪元,第015章 竞拍秦恒
这一下，三大负责人都动摇了。,星武纪元,第015章 竞拍秦恒
神药是好东西，吃了可以实力暴涨，使得普通人在极短时间内成为武者。,星武纪元,第015章 竞拍秦恒
但，神药也有坏处！,星武纪元,第015章 竞拍秦恒
人的一生只能服用一次神药，服用过后潜力就会耗尽，难以继续提升。如果再次服用神药的话，还会引发内脏衰竭，实力大损，甚至快速死亡。,星武纪元,第015章 竞拍秦恒
所以四大武馆内部有明令，禁止学员在潜力开掘完全之前服用神药。,星武纪元,第015章 竞拍秦恒
只有等修炼到无法再前进一步，潜力完全发掘完了，再寻找神药突破桎梏，才能将利益最大化。,星武纪元,第015章 竞拍秦恒
而秦恒……,星武纪元,第015章 竞拍秦恒
若真是靠服用神药成为天才的话，其价值就太低太低了，甚至比不上那些刚刚及格的人。,星武纪元,第015章 竞拍秦恒
“小兄弟，你说这话有几分把握？”大胡子问汪鹏，还是有些怀疑。,星武纪元,第015章 竞拍秦恒
汪鹏拍着胸脯道：“不敢说百分百，但八成把握还是有的！”,星武纪元,第015章 竞拍秦恒
汪剑鸣想了想，说道：“我信我侄孙，这孩子从小就在7号贫民区长大，是了解这个秦恒的。”,星武纪元,第015章 竞拍秦恒
说完，祖孙两个就一起走了。,星武纪元,第015章 竞拍秦恒
三大负责人面面相觑，陷入犹豫当中。,星武纪元,第015章 竞拍秦恒
三大负责人面面相觑，陷入犹豫当中。,星武纪元,第016章 暂时的高薪
长桌那边，秦恒的表情开始变得有些难看了。,星武纪元,第016章 暂时的高薪
他听不到汪鹏对四大负责人说了什么，但可以想象，肯定不是什么好话，才导致了负责人的态度变得摇摆不定。,星武纪元,第016章 暂时的高薪
“秦恒，现在是什么情况？”陈元小声问道。,星武纪元,第016章 暂时的高薪
“不知道，先看着吧。”秦恒回道，目光死死盯着汪鹏。,星武纪元,第016章 暂时的高薪
汪鹏跟着大宗师汪剑鸣走远，这时候正好回过头来，对着他笑了一下，满脸讥讽之色。,星武纪元,第016章 暂时的高薪
“妈的……”,星武纪元,第016章 暂时的高薪
秦恒一拳打在长桌上，虽然收着力，但还是打得桌面一颤，差点断掉。,星武纪元,第016章 暂时的高薪
“这家伙，刚才肯定是泼你脏水了。”,星武纪元,第016章 暂时的高薪
苏狂冷声道。他虽然有些嫉妒秦恒，但比起秦恒，汪鹏那种小人嘴脸更加令他反感！,星武纪元,第016章 暂时的高薪
三大负责人还在商议。,星武纪元,第016章 暂时的高薪
龙神武馆沈碧清道：“如果是服用过神药的话，别说十几万了，就是月薪3000也嫌浪费。”,星武纪元,第016章 暂时的高薪
英雄武馆霍文面色犹豫：“但也不能只凭别人一句话就断定结果。”,星武纪元,第016章 暂时的高薪
沈碧清：“不然呢？以现在的医学设备，神药是检测不出来的，我们根本无法断定他是不是吃了神药。”,星武纪元,第016章 暂时的高薪
“可万一他真的是天才呢？就这样放弃，对我们而言是巨大的损失！”,星武纪元,第016章 暂时的高薪
两个人都有各自的看法。,星武纪元,第016章 暂时的高薪
既不愿意浪费钱，也不想错过一根好苗子。,星武纪元,第016章 暂时的高薪
天道武馆的钟万山没有和他们说话，皱着眉头思考。,星武纪元,第016章 暂时的高薪
过了一会儿，他拿起笔，在纸上写下一句话，举了起来。,星武纪元,第016章 暂时的高薪
【秦恒，来我天道武馆，第一年月薪12万，后面看你表现】,星武纪元,第016章 暂时的高薪
“钟老哥，你疯了！”,星武纪元,第016章 暂时的高薪
沈碧清瞪大了眼睛。,星武纪元,第016章 暂时的高薪
霍文也觉得不可思议：“你这是豪赌啊，万一赌输了怎么办？”,星武纪元,第016章 暂时的高薪
钟万山说道：“第一年月薪12万，次年视表现而定。如果他是废物，就降成普通学员标准，如果他是奇才，继续涨薪也无妨。赌输了大不了亏个一百多万，就算武馆不肯出，我自己也可以出手垫上。”,星武纪元,第016章 暂时的高薪
“这……”,星武纪元,第016章 暂时的高薪
两人都被他的做法给惊住。,星武纪元,第016章 暂时的高薪
一年144万，这可不是小数目。,星武纪元,第016章 暂时的高薪
而且这只是在招学员，而不是收徒弟。,星武纪元,第016章 暂时的高薪
哪怕赌赢了，也只是为武馆发现一个人才，对钟万山自身是没有什么好处的。,星武纪元,第016章 暂时的高薪
“好吧，天道武馆果然财大气粗，这次我是真服了。”沈碧清摇摇头，放弃了竞争。,星武纪元,第016章 暂时的高薪
“我也是，钟老哥你是真行，居然能想到次年重新定薪的法子。”霍文也不再竞价。,星武纪元,第016章 暂时的高薪
长桌那边，秦恒终于松了口气。,星武纪元,第016章 暂时的高薪
还好，那个大胡子负责人还是有眼力劲的，没有被汪鹏的话影响到。,星武纪元,第016章 暂时的高薪
月薪12万……,星武纪元,第016章 暂时的高薪
这个数，可以让他两个月时间在新城区买下一套不错的房子。,星武纪元,第016章 暂时的高薪
爸妈终于可以不用天天关在家里，可以坐着电梯下楼晒太阳了。,星武纪元,第016章 暂时的高薪
还有凌雪，她也终于可以不再打工，过上安逸的生活。,星武纪元,第016章 暂时的高薪
秦恒拿起笔，在准考证背面写下了第一志愿：天道武馆。,星武纪元,第016章 暂时的高薪
第二志愿直接放空，不填！,星武纪元,第016章 暂时的高薪
写完之后，他对着大胡子点了点头，交换过眼神，而后起身走向旁边的休息区。,星武纪元,第016章 暂时的高薪
“秦恒，你太猛了，今天必须请我们吃饭！”,星武纪元,第016章 暂时的高薪
陈元和苏狂跟他一起前往休息区，等待其他学员完成考核。,星武纪元,第016章 暂时的高薪
秦恒笑说道：“现在没钱，等拿到钱再请你们，去市区吃贵的！”,星武纪元,第016章 暂时的高薪
苏狂撇了撇嘴：“我以为我月薪7000就很爽了，没想到你比我高出了十几倍。”,星武纪元,第016章 暂时的高薪
陈元感慨：“是啊，十二万……天呐，就算是年薪也够恐怖的了，居然是月薪！”,星武纪元,第016章 暂时的高薪
休息区还有很多其他学员，看到秦恒过来，纷纷打招呼混脸熟。,星武纪元,第016章 暂时的高薪
928公斤的初考成绩，实在太过震撼，现在整个武神广场上的人都知道3号考点出了个怪物。,星武纪元,第016章 暂时的高薪
秦恒成为了焦点，在休息区被众人环绕，前来攀谈的人多不胜数。,星武纪元,第016章 暂时的高薪
考核仍在继续，7号贫民区的复考生们也逐一上阵，挥舞拳头留下自己的成绩。,星武纪元,第016章 暂时的高薪
复考的人通过率近乎100%，因为大多都修炼过《先天胎息功》，实力早已不是去年能比的。,星武纪元,第016章 暂时的高薪
周岩等人考完试过来休息区，听说天道武馆给秦恒开了12万的月薪，震惊得说不出话来，喃喃道：“我滴妈呀，我在紫光会所辛苦一整晚不休息，也才赚个200元左右。一个月12万……我就是长出10个腰子也比不过啊！”,星武纪元,第016章 暂时的高薪
秦恒哑然失笑：“作为准武者，还是洁身自好一点吧，别以后上了电视，被人认出来你是卖的。”,星武纪元,第016章 暂时的高薪
周岩表示无所谓：“这个不要紧，谁还没点黑历史了？你以前还是小白脸呢。”,星武纪元,第016章 暂时的高薪
秦恒：……,星武纪元,第016章 暂时的高薪
这个梗是过不去了。,星武纪元,第016章 暂时的高薪
虽然是事实，但也不能老拿出来说啊！,星武纪元,第016章 暂时的高薪
再说了，他和方凌雪是两情相悦，正儿八经的谈恋爱，又不是出卖色相讨富婆欢心的那种情况，根本不叫小白脸，顶多就是……吃软饭。,星武纪元,第016章 暂时的高薪
7号贫民区的考生只有26个，很快就全部考完了。,星武纪元,第016章 暂时的高薪
众人在休息区集合，杨教练走过来说道：“这次要恭喜秦恒和苏狂了，你们两个都被天道武馆看重，许下高薪，前途不可限量。”,星武纪元,第016章 暂时的高薪
秦恒正色道：“多亏了杨教练您的指导，否则也不会有我们的今天！”,星武纪元,第016章 暂时的高薪
苏狂：“是啊，杨教练，为了感谢您，中午我们请您吃饭！”,星武纪元,第016章 暂时的高薪
“对对对，还有我们！虽然我们成绩没有秦恒和苏狂那么好，但好歹合格了，必须感谢您！”陈元也说道。,星武纪元,第016章 暂时的高薪
杨怀安看着秦恒等人感激的模样，欣慰道：“有这份心意就好，请客暂时就算了，等你们发达以后再来答谢我也不迟。今天有学员考核没过，你们要庆祝可以私下组局，别戳人痛处。”,星武纪元,第016章 暂时的高薪
“哦，好吧……”,星武纪元,第016章 暂时的高薪
今天注定是有人欢喜有人愁。,星武纪元,第016章 暂时的高薪
秦恒拍了拍身旁两位没有通过的同届学员肩膀，安慰道：“没事，来年再考也一样。你们看周岩师兄，一边赚钱一边训练，都吃胖了。”,星武纪元,第016章 暂时的高薪
考核失利的江如龙幽幽说道：“你是想说让他们像他一样去卖身么……”,星武纪元,第016章 暂时的高薪
秦恒挠头：“呃，这个……”,星武纪元,第016章 暂时的高薪
众人哈哈大笑。,星武纪元,第016章 暂时的高薪
“走吧，先回去。”,星武纪元,第016章 暂时的高薪
杨教练招呼一声。,星武纪元,第016章 暂时的高薪
众人一起离开考场。,星武纪元,第016章 暂时的高薪
走的时候，考场的工作人员说了一句：“选填志愿的结果将会在3天之内下放给你们所在的试炼武馆，拿到录取通知书之后，请在规定时间内前往各自的武馆报到，届时还会安排进行统一的体检。”,星武纪元,第016章 暂时的高薪
走的时候，考场的工作人员说了一句：“选填志愿的结果将会在3天之内下放给你们所在的试炼武馆，拿到录取通知书之后，请在规定时间内前往各自的武馆报到，届时还会安排进行统一的体检。”,星武纪元,第017章 前往边境
准武者考核有三个流程，拳力测试、背景考察、体质检验。,星武纪元,第017章 前往边境
通常来说只要过了第一关，后面的就没什么难度了。,星武纪元,第017章 前往边境
但世事无绝对，偶尔还是会发生一两例特殊情况，比如体检遇到绝症，家庭背景和叛军有关之类。,星武纪元,第017章 前往边境
现在是6月22日，武馆开学的日子是7月1日，中间这几天，便是政府和四大武馆调查学员家境、统一体检的时间。,星武纪元,第017章 前往边境
秦恒等人上了破旧的公交车，摇摇晃晃离开了武神广场。,星武纪元,第017章 前往边境
“老王，返程从另一条路走，过天灾大道，去边境墙那边，给孩子们开开眼。”杨教练吩咐道。,星武纪元,第017章 前往边境
司机王师傅应道：“好嘞。”,星武纪元,第017章 前往边境
众人立刻好奇起来。,星武纪元,第017章 前往边境
“边境墙？就是贫民区再往外、农作区外面那堵百米高墙吗？”,星武纪元,第017章 前往边境
“墙外就是荒野区了，据说怪兽横行，遍地尸骨，连植物都有可能夺人性命。”,星武纪元,第017章 前往边境
“那可是武者的战场，普通人的禁区……”,星武纪元,第017章 前往边境
包括秦恒在内，所有人都产生了浓烈的好奇心。,星武纪元,第017章 前往边境
边境墙，是基地市安全的保障。,星武纪元,第017章 前往边境
墙内墙外是两个世界，外面步步危机，是常人所无法想象的荒野地带，只能通过电视看到。,星武纪元,第017章 前往边境
平常时候，边境墙根本不允许平民上去。,星武纪元,第017章 前往边境
因为上面设置了大量的重型武器，一旦被平民不小心触碰、走火，将会造成很大的损失。,星武纪元,第017章 前往边境
而今天则不同，政府特许参加考核的武馆学员可以去边境墙看看，欣赏一下外面的荒野景色。,星武纪元,第017章 前往边境
其目的，是想用荒野的景象，来刺激一下学员们的上进心。,星武纪元,第017章 前往边境
当然，不想去看也行，这个不强迫。,星武纪元,第017章 前往边境
杨教练说道：“南夏基地市已经建成48年了，你们和你们的父辈，几乎都是在这里出生、长大的。而外面，则是我们祖辈的家园，他们曾经在那里安居乐业，但现在，那里已经是一片荒土，被野兽占据。”,星武纪元,第017章 前往边境
秦恒微微点头。,星武纪元,第017章 前往边境
他的爸妈都是在基地市建立之初出生的，那时候爸妈的爸妈都是流民，跟着难民队伍逃亡到这里，在政府的分配之下，参与城墙建设、荒地开垦等工作。,星武纪元,第017章 前往边境
贫民区的那套房子，还是当时爷爷留下来的。,星武纪元,第017章 前往边境
虽然房子只有18平，但却撑起了两代人的成长。,星武纪元,第017章 前往边境
爸爸在那里长大、结婚，生下了秦恒。,星武纪元,第017章 前往边境
秦恒也在那里长大，变强，直到现在。,星武纪元,第017章 前往边境
墙外的世界，他只从电视上见过。,星武纪元,第017章 前往边境
而今天，将会亲眼看到！,星武纪元,第017章 前往边境
破旧的公交车开不快，足足走了近两个小时，才开到边境墙附近。,星武纪元,第017章 前往边境
沿途秦恒等人看见了许许多多的建筑和城市地块。,星武纪元,第017章 前往边境
基地市里也不是处处都高楼大厦，还有农田、机场、工厂、训练场、江河湖泊等等。,星武纪元,第017章 前往边境
整个城市，就是一个封闭的大家园，可以自给自足，从粮食到武器，都可以生产制造。,星武纪元,第017章 前往边境
其他基地市距离很远，需要乘坐飞机才能抵达。,星武纪元,第017章 前往边境
而飞机危险度又太高，空中有许多凶狠的猛禽，会对航班造成致命的打击。,星武纪元,第017章 前往边境
因此一般情况下没有人会选择去别的基地市闲逛，都是政府要员、武馆高层，才会因为公务偶尔来往。,星武纪元,第017章 前往边境
“快到了，那边就是边境墙。”杨教练指了指前方的一道黑线。,星武纪元,第017章 前往边境
秦恒等人朝着车窗外张望。,星武纪元,第017章 前往边境
外头是万亩农田，一片青黄之色，正值南方水稻抽穗灌浆的时候，再过一阵子就可以收割了。,星武纪元,第017章 前往边境
边境墙就屹立在防护田的边缘，高200米，厚度超过80米，由岩石、混凝土、钢筋组成，一层层浇筑，坚实无比，即使是核弹也无法大面积摧毁，只能炸开小小的一部分。,星武纪元,第017章 前往边境
远看去，它就像是一座山，或者说一条山，绵延千里，看不到尽头。,星武纪元,第017章 前往边境
整座南夏基地市都被它包围着。,星武纪元,第017章 前往边境
据说边境墙的修建一共经历了4个时期，前后动用了超过3000万工人和数不清的器械、材料，才最终完成合龙，成为如今的模样。,星武纪元,第017章 前往边境
它是人类建筑史上的奇迹，放在过往的和平岁月，是不可想象的。,星武纪元,第017章 前往边境
但在这个纪元，人们需要它，于是它就出现了。,星武纪元,第017章 前往边境
“它好像一条大蟒蛇啊。”陈元趴在车窗上说道。,星武纪元,第017章 前往边境
秦恒道：“书上说，这条大蟒蛇首尾相连，总长度690.8公里。为了修建它，我们的先辈改天换地，断江移道、凿山填谷，隔绝内外，才有了如今这道赖以生存的堡垒防线。”,星武纪元,第017章 前往边境
“它不是蟒蛇，而是龙，东方神龙！”苏狂双眸泛着光，看着边境墙充满钦佩之色。,星武纪元,第017章 前往边境
“那边那些黑黑的凸起物，是不是边防武器？”江如龙指着一个地方说道。,星武纪元,第017章 前往边境
杨教练看了一眼，点头道：“那是高射炮，防空用的。只要是具备攻击性的猛禽靠近，就会被打下来。”,星武纪元,第017章 前往边境
荒野区的猛禽，对于城市而言极其危险。,星武纪元,第017章 前往边境
尤其是高楼，可能在顶级猛禽的一个振翅之下，就轰然断裂，发生重大事故。,星武纪元,第017章 前往边境
而有了这些高射炮，猛禽就无法靠近了。,星武纪元,第017章 前往边境
哪怕它们可以吃得消高射炮的轰炸而不死，也会被震慑住，知道前面是人类的领地，被劝退。,星武纪元,第017章 前往边境
因为这里不止有炮火，还有人类武者！,星武纪元,第017章 前往边境
秦恒不禁感慨：“人类真是创造奇迹的种族。”,星武纪元,第017章 前往边境
车子开始减速。,星武纪元,第017章 前往边境
边境墙不允许民众访问，所以普通车辆来到这里都需要停靠接受检查。,星武纪元,第017章 前往边境
武馆的车子来到闸门口，杨教练出示了证件，顺利通过。,星武纪元,第017章 前往边境
在他们的前后，还有几辆大巴车，也是带着准武者学员过来参观的。,星武纪元,第017章 前往边境
过了闸口，还有2公里就是边境墙了。,星武纪元,第017章 前往边境
车道斜坡向上，道路两侧护栏外面，依然还是农田。,星武纪元,第017章 前往边境
“好广阔的田野，好宏伟的高墙，这地方太壮观了！”,星武纪元,第017章 前往边境
车上的新学员们一路惊呼声不断，没有见过这样壮观的景象，即使是来过一次的老学员，也都目不转睛望着车窗外。,星武纪元,第017章 前往边境
2公里不远，车子很快来到了边境墙上。,星武纪元,第017章 前往边境
说是墙，其实是堡垒，只不过这个堡垒长了点，绵延数百公里。,星武纪元,第017章 前往边境
“观光的准武者们，欢迎你们的到来。”边防军队的人立即迎了上来，一位战士开口说道。,星武纪元,第017章 前往边境
车子停稳，杨教练道：“下车吧，是时候开开眼界了。”,星武纪元,第017章 前往边境
“走走走，我已经迫不及待了！”苏狂第一个下车。,星武纪元,第017章 前往边境
“走走走，我已经迫不及待了！”苏狂第一个下车。,星武纪元,第018章 守护希望的堡垒
此时边境墙上已经有不少和他们一样的准武者学员了。,星武纪元,第018章 守护希望的堡垒
一位身穿军装的边防战士来到7号贫民区团队的前面，说道：“各位学员，我是南夏基地市边防军第四集团军的一名战士，我叫徐有为，今天负责给你们讲解边境墙的情况。”,星武纪元,第018章 守护希望的堡垒
杨教练：“麻烦你了。”,星武纪元,第018章 守护希望的堡垒
徐有为：“不必客气，能够见到这些未来的国之栋梁，我很荣幸。”,星武纪元,第018章 守护希望的堡垒
杨教练看向秦恒等人，期许道：“希望他们真的可以成为栋梁。”,星武纪元,第018章 守护希望的堡垒
徐有为让开道路：“这边走。”,星武纪元,第018章 守护希望的堡垒
众人跟着他。,星武纪元,第018章 守护希望的堡垒
边境墙很宽，上面有公路可以直接开车前进，不过参观团队都是步行。,星武纪元,第018章 守护希望的堡垒
“边境墙的内侧是防护田，一年种两季的水稻和一季的红薯，有时候收成不错，有时候遇到野兽大规模进攻，也会遭受炮火波及，大幅度减产。”,星武纪元,第018章 守护希望的堡垒
徐有为带着他们，边走边介绍。,星武纪元,第018章 守护希望的堡垒
周岩说道：“去年我们来的时候，就遇到了收成惨淡的情况，当时这片农田可没有这么好看。”,星武纪元,第018章 守护希望的堡垒
徐有为：“是啊，去年这个时候，我们经历了一场兽潮的袭击，虽然打赢了，但损失了38351名战士，武器装备也毁了很多，还是汪剑鸣汪老先生及时赶来救场，才将那帮怪兽驱逐的。”,星武纪元,第018章 守护希望的堡垒
“那老头这么厉害？”周岩惊讶道。,星武纪元,第018章 守护希望的堡垒
因为汪鹏的关系，他不太喜欢汪剑鸣。,星武纪元,第018章 守护希望的堡垒
徐有为闻言微微皱眉，说道：“汪老先生是咱们基地市的英雄，大宗师实力，从基地市建立之初到现在一直都是南夏的重要基石。这位学员，请你语气尊重一点。”,星武纪元,第018章 守护希望的堡垒
“哦……对不起。”周岩连忙道歉。,星武纪元,第018章 守护希望的堡垒
秦恒心下暗叹。,星武纪元,第018章 守护希望的堡垒
汪剑鸣是英雄，这一点他不否认，心里也很钦佩这位老者。,星武纪元,第018章 守护希望的堡垒
但汪鹏……,星武纪元,第018章 守护希望的堡垒
这家伙今天还想给他使绊子，不知道说了什么坏话，搞得四大武馆险些放弃他。,星武纪元,第018章 守护希望的堡垒
如此行径，加上昔日的过节，已经算得上是深仇大恨，必须要报！,星武纪元,第018章 守护希望的堡垒
只不过有个汪剑鸣存在，报仇的事情恐怕也没那么容易。,星武纪元,第018章 守护希望的堡垒
参观团队跟着徐有为，来到了堡垒高墙的外侧。,星武纪元,第018章 守护希望的堡垒
