参数1_文本,书名,章节名称
李七玄见此一幕，不由颇感意外。,大雪满龙刀,0011、家的味道
如果没记错的话，这还是‘人形饕餮’李六月第一次将自己锅里的肉夹给除他这个弟弟以外的其他人。,大雪满龙刀,0011、家的味道
呲溜呲溜！,大雪满龙刀,0011、家的味道
房间里回荡着李六月狼吞虎咽的声音。,大雪满龙刀,0011、家的味道
柏油灯芯如一颗黄豆。,大雪满龙刀,0011、家的味道
灯光轻微跳跃着的，带来了昏黄闪烁的微光。,大雪满龙刀,0011、家的味道
有一种家的味道，正在悄无声息地弥漫开来。,大雪满龙刀,0011、家的味道
沈灵儿吃了两碗就吃撑了。,大雪满龙刀,0011、家的味道
她摸着自己鼓起来的肚子，瞠目结舌地地看着已经吃了六碗还在大快朵颐的李六月。,大雪满龙刀,0011、家的味道
六月姐姐看起来瘦瘦的，居然这么能吃？,大雪满龙刀,0011、家的味道
饭后。,大雪满龙刀,0011、家的味道
沈灵儿抢着洗锅洗碗。,大雪满龙刀,0011、家的味道
李六月热情地邀请这个新姐妹一起玩一起睡。,大雪满龙刀,0011、家的味道
“不行，晚上必须回家。”,大雪满龙刀,0011、家的味道
这一次，沈灵儿神色坚定地拒绝，道：“万一爸爸回来了，找不到我，会着急的。”,大雪满龙刀,0011、家的味道
那个漏风冰冷像是老鼠洞一样的黑乎乎小屋，当然远比不上眼前这个温暖的小院。,大雪满龙刀,0011、家的味道
但那可是她的家啊。,大雪满龙刀,0011、家的味道
是爸爸为她留下的家。,大雪满龙刀,0011、家的味道
哪里有女孩子过夜不回家的说法呢？,大雪满龙刀,0011、家的味道
走到小院门口，沈灵儿似是想起了什么。,大雪满龙刀,0011、家的味道
她转身很严肃地叮嘱道：“对了，小七哥，六月姐，有一件事情非常重要，你们一定一定一定要牢记，千万不可疏忽大意。”,大雪满龙刀,0011、家的味道
她转身很严肃地叮嘱道：“对了，小七哥，六月姐，有一件事情非常重要，你们一定一定一定要牢记，千万不可疏忽大意。”,大雪满龙刀,0012、清丽无双女剑客
“什么事情？”,大雪满龙刀,0012、清丽无双女剑客
李七玄好奇地问道。,大雪满龙刀,0012、清丽无双女剑客
沈灵儿道：“记住，夜里千万不要出门，胡同里的夜晚非常混乱，每天晚上都会死人。”,大雪满龙刀,0012、清丽无双女剑客
说完，快速转身离开。,大雪满龙刀,0012、清丽无双女剑客
看着沈灵儿瘦小的背影消失在远处的大杂院里，李七玄轻轻地叹了一口气。,大雪满龙刀,0012、清丽无双女剑客
说起来，那个憨厚中年汉子也只不过是在排队的时候好心劝了他两句话而已，并非是什么了不得的恩德。,大雪满龙刀,0012、清丽无双女剑客
他能来杀猪胡同把那一小粒儿碎银子给沈灵儿，已经算是仁至义尽。,大雪满龙刀,0012、清丽无双女剑客
然而这日子经历的阴暗实在是太多，姬无叶、青衣老仙等‘强权者’巧取豪夺的丑陋嘴脸的强烈衬托，让中年汉子这样一个‘弱小者’释放出的一丝细微善意，如无尽茫茫暗夜中的萤火般温暖人心弥足珍贵。,大雪满龙刀,0012、清丽无双女剑客
李七玄希望每一个善良的人，都能被命运温柔以待。,大雪满龙刀,0012、清丽无双女剑客
可惜命运往往像是一个势利的婊子。,大雪满龙刀,0012、清丽无双女剑客
对强者温柔，对弱者残酷。,大雪满龙刀,0012、清丽无双女剑客
夜色渐深。,大雪满龙刀,0012、清丽无双女剑客
天空中飘起了雪花。,大雪满龙刀,0012、清丽无双女剑客
李六月喝完熬煎好的中药，躺在炕上睡得香甜。,大雪满龙刀,0012、清丽无双女剑客
李七玄在院子里练刀。,大雪满龙刀,0012、清丽无双女剑客
神龙刺青的第二枚龙鳞已经具现出来。,大雪满龙刀,0012、清丽无双女剑客
该选择一门什么样的武功？,大雪满龙刀,0012、清丽无双女剑客
李七玄还在思考。,大雪满龙刀,0012、清丽无双女剑客
李六月在霍陵等人身上搜出来的那两本青蛇秘籍，并不适合他。,大雪满龙刀,0012、清丽无双女剑客
他想先拜师。,大雪满龙刀,0012、清丽无双女剑客
等系统了解了这个世界的武道境界和理论之后，再做出最正确的选择。,大雪满龙刀,0012、清丽无双女剑客
刀锋划过夜空。,大雪满龙刀,0012、清丽无双女剑客
疾如风。,大雪满龙刀,0012、清丽无双女剑客
快如电。,大雪满龙刀,0012、清丽无双女剑客
【追风七刀】四十九式变招施展完毕，李七玄再度感受到肌肉骨骼之间那丝丝缕缕的电流热感。,大雪满龙刀,0012、清丽无双女剑客
换力吗？,大雪满龙刀,0012、清丽无双女剑客
李七玄再次发出疑问。,大雪满龙刀,0012、清丽无双女剑客
他低头看向手中的柴刀。,大雪满龙刀,0012、清丽无双女剑客
月色下，刀身斑驳的锈迹闪烁微光。,大雪满龙刀,0012、清丽无双女剑客
这把柴刀是李父留下的遗物。,大雪满龙刀,0012、清丽无双女剑客
刀身呈长约一米六，宽十厘米，背脊厚五厘米，重四十斤。,大雪满龙刀,0012、清丽无双女剑客
在之前的战斗中，它承受住了李七玄不断变强的力量爆发。,大雪满龙刀,0012、清丽无双女剑客
经过多次剧烈碰撞后并未折断。,大雪满龙刀,0012、清丽无双女剑客
甚至连一个明显的豁口都没有留下。,大雪满龙刀,0012、清丽无双女剑客
是一把好刀。,大雪满龙刀,0012、清丽无双女剑客
以前用来砍柴，真是埋没了它。,大雪满龙刀,0012、清丽无双女剑客
李七玄以指腹抚摸刀身，触感粗糙如老树皮。,大雪满龙刀,0012、清丽无双女剑客
这些日子的种种遭遇，犹如幻灯片一样在脑海之中掠过。,大雪满龙刀,0012、清丽无双女剑客
刀，百兵之胆。,大雪满龙刀,0012、清丽无双女剑客
大丈夫持刀在手，定要一往无前。,大雪满龙刀,0012、清丽无双女剑客
绝不可畏畏缩缩。,大雪满龙刀,0012、清丽无双女剑客
一刀分开生死路！,大雪满龙刀,0012、清丽无双女剑客
“野夫怒见不平处，磨砺掌中老柴刀！”,大雪满龙刀,0012、清丽无双女剑客
李七玄忍不住一声低啸。,大雪满龙刀,0012、清丽无双女剑客
刀法再起。,大雪满龙刀,0012、清丽无双女剑客
将心中意气尽数倾泻而出。,大雪满龙刀,0012、清丽无双女剑客
寒光斩碎漫天飞雪。,大雪满龙刀,0012、清丽无双女剑客
他整个人都沉浸在一往无前的气氛中，精神升华。,大雪满龙刀,0012、清丽无双女剑客
突然——,大雪满龙刀,0012、清丽无双女剑客
咻！,大雪满龙刀,0012、清丽无双女剑客
一道流光凌空袭来。,大雪满龙刀,0012、清丽无双女剑客
李七玄反应极快，手中柴刀一式追风七刀中的‘风卷残云’，斩中袭来的流光。,大雪满龙刀,0012、清丽无双女剑客
砰！,大雪满龙刀,0012、清丽无双女剑客
巨力袭来。,大雪满龙刀,0012、清丽无双女剑客
将李七玄震飞四五米，落地踉跄四五步才卸力站稳。,大雪满龙刀,0012、清丽无双女剑客
柴刀嗡嗡震鸣。,大雪满龙刀,0012、清丽无双女剑客
他手掌发麻。,大雪满龙刀,0012、清丽无双女剑客
仔细看时。,大雪满龙刀,0012、清丽无双女剑客
击飞他的竟然是一片雪花。,大雪满龙刀,0012、清丽无双女剑客
一片小小的雪花而已。,大雪满龙刀,0012、清丽无双女剑客
“什么人？”,大雪满龙刀,0012、清丽无双女剑客
李七玄强压心中震惊，横刀在胸，看雪花袭来处。,大雪满龙刀,0012、清丽无双女剑客
却见不知何时，大门之上居然出现一道人影。,大雪满龙刀,0012、清丽无双女剑客
这人逆着血月之光，难以看清楚其面容。,大雪满龙刀,0012、清丽无双女剑客
但从贴身轻甲劲装勾勒出的优美曲线来看，显然是个年轻女子。,大雪满龙刀,0012、清丽无双女剑客
她腰间佩一长一短双剑，长发如流瀑倾泻。,大雪满龙刀,0012、清丽无双女剑客
束发的红色丝带绕过前额，与背后的暗红披风一起雪夜寒风中猎猎飞扬。,大雪满龙刀,0012、清丽无双女剑客
双手负于背后，居高临下。,大雪满龙刀,0012、清丽无双女剑客
一种浓烈的遗世独立的高手风范彰显无疑。,大雪满龙刀,0012、清丽无双女剑客
李七玄瞳孔微缩。,大雪满龙刀,0012、清丽无双女剑客
仅运一片雪花，就能将自己弹飞四五米……,大雪满龙刀,0012、清丽无双女剑客
此人实力，过于恐怖！,大雪满龙刀,0012、清丽无双女剑客
“青蛇帮帮主霍陵是你杀的？”,大雪满龙刀,0012、清丽无双女剑客
年轻女子开口问道。,大雪满龙刀,0012、清丽无双女剑客
声音清冷。,大雪满龙刀,0012、清丽无双女剑客
每个音符从她口中吐出，都仿佛是一颗颗玄冰宝珠在玉盘中滚动碰撞。,大雪满龙刀,0012、清丽无双女剑客
“不错。”,大雪满龙刀,0012、清丽无双女剑客
虽然并不清楚对方的来历，但李七玄此时刀法意气正盛，干脆利落地承认。,大雪满龙刀,0012、清丽无双女剑客
“二阶祭医青衣老仙也是你杀的？”,大雪满龙刀,0012、清丽无双女剑客
“是。”,大雪满龙刀,0012、清丽无双女剑客
“【白蛇仙子】秦姝，【十字虎】项云？”,大雪满龙刀,0012、清丽无双女剑客
“都是我杀的。”,大雪满龙刀,0012、清丽无双女剑客
“药庐中的黑甲尸鬼呢？”,大雪满龙刀,0012、清丽无双女剑客
“也是我杀的。”,大雪满龙刀,0012、清丽无双女剑客
“那些流民呢？”,大雪满龙刀,0012、清丽无双女剑客
“他们死于青蛇帮之手。”,大雪满龙刀,0012、清丽无双女剑客
“嗯？不敢承认？”,大雪满龙刀,0012、清丽无双女剑客
李七玄闻言，面色坦然：“呵，杀狗我敢认……杀人，我不认。”,大雪满龙刀,0012、清丽无双女剑客
雪花乱舞。,大雪满龙刀,0012、清丽无双女剑客
那人影已如鬼魅般瞬移到院中。,大雪满龙刀,0012、清丽无双女剑客
月光下，一张寒冰玄女般的清丽绝艳的面庞，出现在五米之外。,大雪满龙刀,0012、清丽无双女剑客
【白蛇仙子】秦姝年轻貌美，但与眼前女子一比，就如黑泥之于美玉，差之甚远。,大雪满龙刀,0012、清丽无双女剑客
“李七玄，十五岁，祖籍伏虎山麓黑水村，与身患重疾的姐姐李六月从黑水村出发，历时二十六天，于前天日暮时到达听雪城，第一晚居住于喜悦客栈后院柴房，昨日因抢夺财物而杀青衣老仙、项云、秦姝、霍陵等四人后，逃离案发地后潜藏于杀猪胡同……”,大雪满龙刀,0012、清丽无双女剑客
清丽绝美女子檀口轻启：“我说的可对？”,大雪满龙刀,0012、清丽无双女剑客
“我杀他们，是因为他们要强夺我的晶核，还勾结妖鬼残害人族。”,大雪满龙刀,0012、清丽无双女剑客
李七玄道。,大雪满龙刀,0012、清丽无双女剑客
他没有想到听雪城衙门效率这么高，这么短时间就查清楚了自己的跟脚。,大雪满龙刀,0012、清丽无双女剑客
还是大意了。,大雪满龙刀,0012、清丽无双女剑客
李七玄全身肌肉紧绷蓄势待发，问道：“阁下是衙门的捕头？”,大雪满龙刀,0012、清丽无双女剑客
“斩人间妖鬼，照暗夜长明。”,大雪满龙刀,0012、清丽无双女剑客
清丽绝美女子缓缓地道。,大雪满龙刀,0012、清丽无双女剑客
李七玄心头一震。,大雪满龙刀,0012、清丽无双女剑客
照夜司！,大雪满龙刀,0012、清丽无双女剑客
大元神朝专门对付妖魔鬼怪的强力机构。,大雪满龙刀,0012、清丽无双女剑客
这女子是照夜司的人。,大雪满龙刀,0012、清丽无双女剑客
“你是来抓我的？”,大雪满龙刀,0012、清丽无双女剑客
李七玄不由问道。,大雪满龙刀,0012、清丽无双女剑客
李七玄不由问道。,大雪满龙刀,0013、听雪城最强的人
“本来是，但现在不是了。”,大雪满龙刀,0013、听雪城最强的人
清丽绝美女子一双清冷好看的凤眸里，闪过一丝柔和的微光。,大雪满龙刀,0013、听雪城最强的人
她徐徐道：“官方不会再追究你在城内杀人之事，但江湖上的事情，你得自己解决，青蛇帮是神刀门的附属势力，神刀门一定会调查此事，最多三天时间，他们就能找到你，到时候你会有大麻烦，好自为之。”,大雪满龙刀,0013、听雪城最强的人
说完。,大雪满龙刀,0013、听雪城最强的人
微风掠过。,大雪满龙刀,0013、听雪城最强的人
清丽绝美女子的身影如梦幻泡影，瞬息之间消失无踪。,大雪满龙刀,0013、听雪城最强的人
李七玄心中震惊。,大雪满龙刀,0013、听雪城最强的人
这女子的实力之强，远超他的想象。,大雪满龙刀,0013、听雪城最强的人
照夜司果然是高手如云。,大雪满龙刀,0013、听雪城最强的人
不过，对方话语中透露出善意。,大雪满龙刀,0013、听雪城最强的人
而且还说为他解决了官面的麻烦。,大雪满龙刀,0013、听雪城最强的人
这女子在照夜司中的身份，只怕是也不低。,大雪满龙刀,0013、听雪城最强的人
李七玄长长地松了一口气。,大雪满龙刀,0013、听雪城最强的人
官方的麻烦居然就这样莫名其妙地解决了。,大雪满龙刀,0013、听雪城最强的人
至于神刀门……,大雪满龙刀,0013、听雪城最强的人
反正早已结下死仇。,大雪满龙刀,0013、听雪城最强的人
债多不愁。,大雪满龙刀,0013、听雪城最强的人
倒是刚才那位清丽绝美女子的实力当真惊人，用一片雪花当做暗器，就将自己震飞。,大雪满龙刀,0013、听雪城最强的人
这让李七玄意识到，斩杀霍陵这些小帮派的头目，并不值得骄傲。,大雪满龙刀,0013、听雪城最强的人
在真正的高手面前，他还有很长很长的路要走。,大雪满龙刀,0013、听雪城最强的人
拔刀！,大雪满龙刀,0013、听雪城最强的人
劈斩！,大雪满龙刀,0013、听雪城最强的人
斩碎漫天飞雪。,大雪满龙刀,0013、听雪城最强的人
长夜漫漫。,大雪满龙刀,0013、听雪城最强的人
唯刀作伴。,大雪满龙刀,0013、听雪城最强的人
……,大雪满龙刀,0013、听雪城最强的人
夜。,大雪满龙刀,0013、听雪城最强的人
银月高悬。,大雪满龙刀,0013、听雪城最强的人
贫民区大雪纷纷。,大雪满龙刀,0013、听雪城最强的人
雪落泥泞，遮蔽黑污。,大雪满龙刀,0013、听雪城最强的人
一双蚕丝云纹的白靴落在雪面上。,大雪满龙刀,0013、听雪城最强的人
踏雪无痕。,大雪满龙刀,0013、听雪城最强的人
正是那位清丽绝美的照夜司女武官。,大雪满龙刀,0013、听雪城最强的人
她身后跟着一位绿色长裙的小侍女，手中撑开一把绿色大伞，遮开片片雪花。,大雪满龙刀,0013、听雪城最强的人
“小姐，您身居高位，一天到晚忙得连轴转，为什么还要浪费时间来这里见一个小流民？”,大雪满龙刀,0013、听雪城最强的人
小侍女微胖，杏眼俏皮，一张娇憨包子脸，好奇地问道。,大雪满龙刀,0013、听雪城最强的人
清丽绝美女武官并未回答。,大雪满龙刀,0013、听雪城最强的人
照夜司的监察效率很高。,大雪满龙刀,0013、听雪城最强的人
白天时，青蛇帮药庐中妖鬼之气一泄露，立刻就被察觉。,大雪满龙刀,0013、听雪城最强的人
但照夜司武卒赶到时，却已经满地尸体。,大雪满龙刀,0013、听雪城最强的人
一番审讯，事情的前后因果大致明晰。,大雪满龙刀,0013、听雪城最强的人
青蛇帮罪该万死。,大雪满龙刀,0013、听雪城最强的人
所有涉事者都已经被照夜司逮捕。,大雪满龙刀,0013、听雪城最强的人
诸多口供的内容里，那个名叫李七玄的少年，引起了她的注意。,大雪满龙刀,0013、听雪城最强的人
正好下午要过来北城区拜见一位长辈，所以她便顺道来杀猪胡同，暗中观察来了一番李七玄。,大雪满龙刀,0013、听雪城最强的人
然后惊喜地发现，这少年是个好苗子。,大雪满龙刀,0013、听雪城最强的人
尤其是李七玄对于沈灵儿的帮助方式和过程，合理恰当，让女武官很是欣赏。,大雪满龙刀,0013、听雪城最强的人
如今的听雪城里局势微妙。,大雪满龙刀,0013、听雪城最强的人
官僚们争权夺利内斗不断。,大雪满龙刀,0013、听雪城最强的人
大小帮派蠢蠢欲动。,大雪满龙刀,0013、听雪城最强的人
妖鬼频繁潜入城中杀人作案。,大雪满龙刀,0013、听雪城最强的人
而且据说太平道叛军的踪迹已经出现在雪州境内。,大雪满龙刀,0013、听雪城最强的人
最近半年‘照夜武卒’伤亡率直线上升。,大雪满龙刀,0013、听雪城最强的人
照夜司人手不足，疲于应付。,大雪满龙刀,0013、听雪城最强的人
乱象已现。,大雪满龙刀,0013、听雪城最强的人
照夜司也需及时增员纳新，才能保证对妖鬼的持续压制。,大雪满龙刀,0013、听雪城最强的人
当然，也不是什么人都能加入照夜司。,大雪满龙刀,0013、听雪城最强的人
那个少年，想要得到机会，就必须表现的更加优秀才行。,大雪满龙刀,0013、听雪城最强的人
一夜大雪。,大雪满龙刀,0013、听雪城最强的人
清晨时，地面上积雪足有二尺。,大雪满龙刀,0013、听雪城最强的人
李七玄一大早就起来煎药。,大雪满龙刀,0013、听雪城最强的人
昨晚整整一夜，李六月都睡得很香甜。,大雪满龙刀,0013、听雪城最强的人
是她近一个月来睡得最好的一觉。,大雪满龙刀,0013、听雪城最强的人
被李七玄从被窝里拽出来，洗漱完毕，迷迷糊糊就灌了一碗药，李六月顿时挤出一张苦瓜脸：“小七，好苦。”,大雪满龙刀,0013、听雪城最强的人
“良药苦口利于病。”,大雪满龙刀,0013、听雪城最强的人
李七玄揉了揉她脑门，道：“去请灵儿过来吃饭，吃完有事请她帮忙。”,大雪满龙刀,0013、听雪城最强的人
“好，我喜欢和灵儿妹妹玩。”,大雪满龙刀,0013、听雪城最强的人
李六月很开心，蹦跳着就出门去找好朋友了。,大雪满龙刀,0013、听雪城最强的人
不到半柱香时间。,大雪满龙刀,0013、听雪城最强的人
李六月就把小脸冻得通红的沈灵儿拽进了大门。,大雪满龙刀,0013、听雪城最强的人
“早啊，灵儿姑娘，今天有件事情，想要请你帮忙。”,大雪满龙刀,0013、听雪城最强的人
李七玄笑着打招呼：“我们姐弟俩初来乍到，什么都不懂，作为朋友，你不会不帮我们吧？”,大雪满龙刀,0013、听雪城最强的人
沈灵儿呆了呆，被‘朋友’两个字拿捏的死死的，最后只好道：“这……肯定帮啊。”,大雪满龙刀,0013、听雪城最强的人
“那就先坐下来吃饭，吃饱了才能帮忙。”,大雪满龙刀,0013、听雪城最强的人
李七玄招呼两个女孩子坐在饭桌前，端上两碗、一大盆肉粥，配合新出锅的蒸馍。,大雪满龙刀,0013、听雪城最强的人
两碗是他和沈灵儿的。,大雪满龙刀,0013、听雪城最强的人
一大盆是李六月的。,大雪满龙刀,0013、听雪城最强的人
沈灵儿犹豫了几瞬，最终还是难以克制对美食的向往，做到了饭桌边。,大雪满龙刀,0013、听雪城最强的人
李七玄随口问道：“灵儿姑娘，不知道这听雪城中，哪个帮派最厉害？”,大雪满龙刀,0013、听雪城最强的人
沈灵儿道：“如今听雪城中最厉害的宗门帮派势力，分别是神刀门、九燕堂、十字快剑门、青木会和铁狼帮。”,大雪满龙刀,0013、听雪城最强的人
李七玄问道：“哪个帮派实力最强？”,大雪满龙刀,0013、听雪城最强的人
沈灵儿道：“大家都说神刀门最厉害。”,大雪满龙刀,0013、听雪城最强的人
李七玄又问道：“哪个口碑最好？”,大雪满龙刀,0013、听雪城最强的人
沈灵儿不假思索地道：“天下乌鸦一般黑，帮派哪有什么口碑好的，听雪城中数十个大大小小的帮派，要不就是五大势力的附属，要不就是皇族贵人的爪牙，每天打来打去，就只会欺负压榨我们这些普通人。”,大雪满龙刀,0013、听雪城最强的人
李七玄不由想到这几日见闻，瞬间深以为然。,大雪满龙刀,0013、听雪城最强的人
神刀门的姬无叶，青蛇帮的霍陵……,大雪满龙刀,0013、听雪城最强的人
违法作恶。,大雪满龙刀,0013、听雪城最强的人
都是帮派中人。,大雪满龙刀,0013、听雪城最强的人
李七玄揉了揉太阳穴。,大雪满龙刀,0013、听雪城最强的人
在昨夜那位照夜司女武官的提醒后，经过一夜思索，李七玄已经想好了初步应对之策。,大雪满龙刀,0013、听雪城最强的人
那就是用最快的速度加入一个足以与神刀门势力相当的帮派。,大雪满龙刀,0013、听雪城最强的人
以自己的年龄、即战力和‘天赋’，应该可以得到帮派的重点投资。,大雪满龙刀,0013、听雪城最强的人
短时间之内，可以借势与神刀门相抗。,大雪满龙刀,0013、听雪城最强的人
只要拥有足够的时间，身怀神龙刺青外挂的他，绝对可以发育到无惧神刀门的高度。,大雪满龙刀,0013、听雪城最强的人
但是现在，李七玄却不想加入帮派了。,大雪满龙刀,0013、听雪城最强的人
听雪城的帮派泥沙俱下。,大雪满龙刀,0013、听雪城最强的人
他无法容忍自己居然要与姬无叶、霍陵那样的堕落之徒沆瀣为伍。,大雪满龙刀,0013、听雪城最强的人
李七玄又问道：“那你知道，这听雪城中最强的高手是谁吗？”,大雪满龙刀,0013、听雪城最强的人
沈灵儿歪着脑袋想了想，道：“我听人说过，雪狮镖局的林震北老爷子在‘听雪榜’上排名第一，应该是听雪城最强的高手吧。”,大雪满龙刀,0013、听雪城最强的人
李七玄心中一动，追问道：“雪狮镖局？口碑如何？”,大雪满龙刀,0013、听雪城最强的人
沈灵儿很认真地想了想，道：“听雪城中倒是没听说过镖师欺压凌辱平民的事情，而且林夫人是出了名的乐善好施，经常开粥棚接济无家可归的流民，被很多人称之为听雪城的‘活菩萨’。”,大雪满龙刀,0013、听雪城最强的人
李七玄若有所思。,大雪满龙刀,0013、听雪城最强的人
这么说来，雪狮镖局倒是一个不错的去处。,大雪满龙刀,0013、听雪城最强的人
吃完饭，沈灵儿争抢着洗碗。,大雪满龙刀,0013、听雪城最强的人
“对了，小七哥，你到底想要我帮什么忙呀？”,大雪满龙刀,0013、听雪城最强的人
她好奇地问道。,大雪满龙刀,0013、听雪城最强的人
李七玄道：“我今天有事要出门一趟，你能不能留在这里，帮我照顾一下六月姐姐？”,大雪满龙刀,0013、听雪城最强的人
“当然可以啊。”,大雪满龙刀,0013、听雪城最强的人
沈灵儿答应的很干脆。,大雪满龙刀,0013、听雪城最强的人
“太好了。”,大雪满龙刀,0013、听雪城最强的人
李六月鼓掌欢呼。,大雪满龙刀,0013、听雪城最强的人
李七玄对于沈灵儿这个大小在贫民区摸爬滚打的小姑娘很放心。,大雪满龙刀,0013、听雪城最强的人
他叮嘱李六月，道：“午饭前一定要记得喝药，有事就听灵儿的安排，酉时之前，我一定会回来。”,大雪满龙刀,0013、听雪城最强的人
一夜大雪过后，杀猪胡同乍一看干净了许多。,大雪满龙刀,0013、听雪城最强的人
但空气里的臭味依旧清晰可闻。,大雪满龙刀,0013、听雪城最强的人
天气太冷。,大雪满龙刀,0013、听雪城最强的人
小巷子里偶尔可见冻死之人的尸体，僵卧路边。,大雪满龙刀,0013、听雪城最强的人
有十几名佝偻凶狠的乞丐，如疯狂的鬣狗，正在扒尸体上的衣服和财物。,大雪满龙刀,0013、听雪城最强的人
甚至因此产生争夺，动刀见血。,大雪满龙刀,0013、听雪城最强的人
还有帮派弟子粗暴地敲开小商铺的门，收取新一天的保护费。,大雪满龙刀,0013、听雪城最强的人
越是穷苦的地方，越是滋生帮派的温床。,大雪满龙刀,0013、听雪城最强的人
在北城贫民区，每天都有各种小规模的帮派不断诞生，又快速灭亡。,大雪满龙刀,0013、听雪城最强的人
弱肉强食的过程中，伴随着无数血腥和死亡。,大雪满龙刀,0013、听雪城最强的人
一路走来，入目所及只有两个字——,大雪满龙刀,0013、听雪城最强的人
混乱。,大雪满龙刀,0013、听雪城最强的人
一直走出北城区，来到主干道，才可以感觉到秩序的存在。,大雪满龙刀,0013、听雪城最强的人
宽敞的青石板街道，林立的店铺，锦衣华服的行人。,大雪满龙刀,0013、听雪城最强的人
仿佛两个世界。,大雪满龙刀,0013、听雪城最强的人
李七玄已经决定，去雪狮镖局尝试拜师。,大雪满龙刀,0013、听雪城最强的人
不过一路走来，他还是顺路拜访了六七家街边武馆。,大雪满龙刀,0013、听雪城最强的人
谁知道拜访的结果，让他非常失望。,大雪满龙刀,0013、听雪城最强的人
谁知道拜访的结果，让他非常失望。,大雪满龙刀,0014、狂雪八斩法
这些武馆水平堪忧却收费昂贵，多数只有一门武功传承，且最高也只能修炼到炼筋境。,大雪满龙刀,0014、狂雪八斩法
而且，哪怕是交了动辄三五百两银子的天价学费，入门后都要先做一个月学徒，各种脏活累活干个没完。,大雪满龙刀,0014、狂雪八斩法
少数几家真正有底蕴的武馆，竟然都是大帮派开设。,大雪满龙刀,0014、狂雪八斩法
想要拜入这种武馆，除了交学费之外，还得签卖身契。,大雪满龙刀,0014、狂雪八斩法
一旦修炼有成出师，就必须加入武馆背后的帮派，长时间为帮派卖命。,大雪满龙刀,0014、狂雪八斩法
这是李七玄所无法接受的。,大雪满龙刀,0014、狂雪八斩法
于是，他直接来到了位于南城区的雪狮镖局。,大雪满龙刀,0014、狂雪八斩法
结果到了地方后，发现镖局大门紧闭，根本就见不到人。,大雪满龙刀,0014、狂雪八斩法
“这是怎么回事？”,大雪满龙刀,0014、狂雪八斩法
李七玄心中奇怪。,大雪满龙刀,0014、狂雪八斩法
大白天关门，难道镖局不做生意了？,大雪满龙刀,0014、狂雪八斩法
等了一个多时辰，没有见到任何一个镖局的人出入。,大雪满龙刀,0014、狂雪八斩法
李七玄上前敲门，也无人回应。,大雪满龙刀,0014、狂雪八斩法
他只好暂时离开，决定尝试B计划。,大雪满龙刀,0014、狂雪八斩法
半个时辰后。,大雪满龙刀,0014、狂雪八斩法
李七玄来到一座听雪城中心商业区的一座六层高的赤红八角楼门口。,大雪满龙刀,0014、狂雪八斩法
奇珍楼。,大雪满龙刀,0014、狂雪八斩法
这是一家收售妖鬼晶核、武道功法、武器装备和各种药品的千年连锁老店。,大雪满龙刀,0014、狂雪八斩法
大名鼎鼎。,大雪满龙刀,0014、狂雪八斩法
李七玄之所以来奇珍楼，是准备将手头的晶核都兑换为金银。,大雪满龙刀,0014、狂雪八斩法
同时，如果可以，他还要把青蛇帮的两本秘籍卖掉，再挑选几本适合自己的功法。,大雪满龙刀,0014、狂雪八斩法
不能将所有的希望都寄托在拜师上。,大雪满龙刀,0014、狂雪八斩法
要双管齐下。,大雪满龙刀,0014、狂雪八斩法
李七玄走进奇珍楼。,大雪满龙刀,0014、狂雪八斩法
一楼大厅内极为宽敞。,大雪满龙刀,0014、狂雪八斩法
人也很多。,大雪满龙刀,0014、狂雪八斩法
一些人看向李七玄的眼神里带着诧异，仿佛不明白一个‘叫花子’为什么有勇气走进楼内。,大雪满龙刀,0014、狂雪八斩法
还有人从他身边经过，故意掩鼻，一脸嫌弃。,大雪满龙刀,0014、狂雪八斩法
几个身着蓝衫的店小二，装作没看到李七玄，站着老远也不过来街道。,大雪满龙刀,0014、狂雪八斩法
李七玄也不着急，淡定地观察着一楼的柜台陈列和货品摆设。,大雪满龙刀,0014、狂雪八斩法
这时——,大雪满龙刀,0014、狂雪八斩法
“这位客官，您这是要出货？”,大雪满龙刀,0014、狂雪八斩法
一道悦耳的声音，从身后传来。,大雪满龙刀,0014、狂雪八斩法
李七玄转身，看到了一位胸怀广阔的蓝裙少女，正微笑看着自己。,大雪满龙刀,0014、狂雪八斩法
少女看着约莫十六七岁，鹅蛋脸，柳叶细眉，杏眼明媚，肌肤白的像是瓷娃娃。,大雪满龙刀,0014、狂雪八斩法
她的笑容如邻家小妹般清纯甜美，但一身得体蓝色长裙勾勒出的身形却曼妙优美，如同熟透了的水蜜桃。,大雪满龙刀,0014、狂雪八斩法
两种截然不同的气质集于一身，当真是又纯又欲。,大雪满龙刀,0014、狂雪八斩法
李七玄好奇地道：“你怎么知道我要出货？”,大雪满龙刀,0014、狂雪八斩法
蓝裙少女笑着解释：“一看您的穿着气质，与众不同，定是经常行走在荒野猎鬼的少侠，身上怕是有好宝贝要出。”,大雪满龙刀,0014、狂雪八斩法
这话说的艺术成分很高。,大雪满龙刀,0014、狂雪八斩法
李七玄一身零碎衣服，都是李六月用碎布拼凑缝制的，看起来破破烂烂和流民叫花子一样。,大雪满龙刀,0014、狂雪八斩法
但这位蓝衫少女，显然颇有职业素养，并未如其他人一般狗眼看人低。,大雪满龙刀,0014、狂雪八斩法
李七玄道：“贵店收妖鬼晶核吗？”,大雪满龙刀,0014、狂雪八斩法
